"","compute_version","gpu_id","gpu_name","l1_cache_used","max_clock_rate","num_of_cores","L2","bus","memory_clock","bandwith","AppName","AppId","Input.Size","Device","Context","Stream","Kernel","Multiprocessor.Activity","Achieved.Occupancy","Executed.IPC","Issued.IPC","Instructions.per.warp","Branch.Efficiency","Warp.Execution.Efficiency","Warp.Non.Predicated.Execution.Efficiency","Instruction.Replay.Overhead","Issue.Slot.Utilization","Shared.Memory.Load.Transactions.Per.Request","Shared.Memory.Store.Transactions.Per.Request","Local.Memory.Load.Transactions.Per.Request","Local.Memory.Store.Transactions.Per.Request","Global.Load.Transactions.Per.Request","Global.Store.Transactions.Per.Request","Shared.Store.Transactions","Shared.Load.Transactions","Local.Load.Transactions","Local.Store.Transactions","Global.Load.Transactions","Global.Store.Transactions","Device.Memory.Read.Transactions","Device.Memory.Write.Transactions","Global.Hit.Rate","Local.Hit.Rate","Requested.Global.Load.Throughput","Requested.Global.Store.Throughput","Global.Load.Throughput","Global.Store.Throughput","Device.Memory.Read.Throughput","Device.Memory.Write.Throughput","Unified.Cache.Throughput","Local.Memory.Load.Throughput","Local.Memory.Store.Throughput","Shared.Memory.Load.Throughput","Shared.Memory.Store.Throughput","Global.Memory.Load.Efficiency","Global.Memory.Store.Efficiency","Unified.Cache.Transactions","Control.Flow.Function.Unit.Utilization","Texture.Function.Unit.Utilization","Load.Store.Function.Unit.Utilization","Double.Precision.Function.Unit.Utilization","Special.Function.Unit.Utilization","Single.Precision.Function.Unit.Utilization","Floating.Point.Operations.Double.Precision.","Floating.Point.Operations.Double.Precision.Add.","Floating.Point.Operations.Double.Precison.FMA.","Floating.Point.Operations.Double.Precision.Mul.","Floating.Point.Operations.Single.Precision.","Floating.Point.Operations.Single.Precision.Add.","Floating.Point.Operations.Single.Precision.FMA.","Floating.Point.Operation.Single.Precision.Mul.","Floating.Point.Operations.Single.Precision.Special.","Instructions.Executed","Instructions.Issued","Device.Memory.Utilization","Unified.Cache.Utilization","Shared.Memory.Efficiency","Shared.Memory.Utilization","FP.Instructions.Single.","FP.Instructions.Double.","Integer.Instructions","Bit.Convert.Instructions","Control.Flow.Instructions","Load.Store.Instructions","Misc.Instructions","Inter.Thread.Instructions","Issue.Slots","Issued.Control.Flow.Instructions","Executed.Control.Flow.Instructions","Issued.Load.Store.Instructions","Executed.Load.Store.Instructions","Atomic.Transactions","Atomic.Transactions.Per.Request","Issue.Stall.Reasons..Instructions.Fetch.","Issue.Stall.Reasons..Execution.Dependency.","Issue.Stall.Reasons..Data.Request.","Issue.Stall.Reasons..Texture.","Issue.Stall.Reasons..Synchronization.","Issue.Stall.Reasons..Other.","Issue.Stall.Reasons..Immediate.constant.","Issue.Stall.Reasons..Pipe.Busy.","Issue.Stall.Reasons..Memory.Throttle.","Issue.Stall.Reasons..Not.Selected.","System.Memory.Read.Transactions","System.Memory.Write.Transactions","L2.Read.Transactions","L2.Write.Transactions","ECC.Transactions","Local.Memory.Overhead","Unified.Cache.Hit.Rate","L2.Hit.Rate..Texture.Reads.","L2.Hit.Rate..Texture.Writes.","L2.Throughput..Texture.Reads.","L2.Throughput..Texture.Writes.","L2.Transactions..Texture.Reads.","L2.Transactions..Texture.Writes.","L2.Throughput..Reads.","L2.Throughput..Writes.","System.Memory.Read.Throughput","System.Memory.Write.Throughput","L2.Cache.Utilization","L2.Throughput..Atomic.requests.","L2.Transactions..Atomic.requests.","System.Memory.Utilization","ECC.Throughput","Eligible.Warps.Per.Active.Cycle","FLOP.Efficiency.Peak.Single.","FLOP.Efficiency.Peak.Double.","Device","Context","Stream","Kernel","tex0_cache_sector_queries","tex1_cache_sector_queries","tex0_cache_sector_misses","tex1_cache_sector_misses","fb_subp0_read_sectors","fb_subp1_read_sectors","fb_subp0_write_sectors","fb_subp1_write_sectors","l2_subp0_write_sector_misses","l2_subp1_write_sector_misses","l2_subp0_read_sector_misses","l2_subp1_read_sector_misses","l2_subp0_read_tex_sector_queries","l2_subp1_read_tex_sector_queries","l2_subp0_write_tex_sector_queries","l2_subp1_write_tex_sector_queries","l2_subp0_read_tex_hit_sectors","l2_subp1_read_tex_hit_sectors","l2_subp0_write_tex_hit_sectors","l2_subp1_write_tex_hit_sectors","l2_subp0_total_read_sector_queries","l2_subp1_total_read_sector_queries","l2_subp0_total_write_sector_queries","l2_subp1_total_write_sector_queries","l2_subp0_read_sysmem_sector_queries","l2_subp1_read_sysmem_sector_queries","l2_subp0_write_sysmem_sector_queries","l2_subp1_write_sysmem_sector_queries","elapsed_cycles_sm","gld_inst_8bit","gld_inst_16bit","gld_inst_32bit","gld_inst_64bit","gld_inst_128bit","gst_inst_8bit","gst_inst_16bit","gst_inst_32bit","gst_inst_64bit","gst_inst_128bit","prof_trigger_00","prof_trigger_01","prof_trigger_02","prof_trigger_03","prof_trigger_04","prof_trigger_05","prof_trigger_06","prof_trigger_07","warps_launched","inst_issued0","inst_issued1","inst_issued2","inst_executed","thread_inst_executed","not_predicated_off_thread_inst_executed","local_store","local_load","shared_load","shared_store","shared_atom_cas","shared_atom","global_atom_cas","atom_count","gred_count","global_load","global_store","divergent_branch","branch","active_cycles","active_warps","active_ctas","sm_cta_launched","shared_ld_bank_conflict","shared_st_bank_conflict","shared_ld_transactions","shared_st_transactions","Start","Duration","Grid.X","Grid.Y","Grid.Z","Block.X","Block.Y","Block.Z","Registers.Per.Thread","Static.SMem","Dynamic.SMem"
"1193",5.2,9,"GTX-980",0,1216,2048,2,256,3505,"224,32","matMul_gpu_uncoalesced",1,256,"GeForce GTX 980 (0)",1,7,"matMul(float*, float*, float*, int)",98.381623,0.966132,1.482922,1.491534,5281,100,100,99.943193,0.000267,33.184688,0,0,0,0,10,16,0,0,0,0,10485760,32768,0,18,55,0,55.480595,591.793014,332.883571,2.311691,0,1.300326,295.896507,0,0,0,0,16.666667,25,4194304,"Low (1)","Low (3)","Low (1)","Idle (0)","Idle (0)","Mid (4)",0,0,0,0,33554432,0,16777216,0,0,10815488,10818377,"Low (1)","Low (3)",0,"Idle (0)",16777216,0,244121600,0,4325376,33619968,47054848,0,9627465,141312,141312,4210688,1058816,0,0,0.844452,29.126683,9.242051,4.001443,0,54.735238,0.015866,0.979127,0.34456,0.71058,0,5,4718663,32774,0,0,54.82866,100,100,332.883571,2.311691,4718592,32768,332.888579,2.312115,0,369.870117,"High (7)",0,0,"Low (1)",0,1.756097,1.792206,0,"GeForce GTX 980 (0)",1,7,"matMul(float*, float*, float*, int)",5259264,5259264,2375680,2375680,12,0,4099,16,4097,4102,20,10,2359296,2359296,16384,16384,2359296,2359296,16384,16384,2359328,2359335,16389,16385,0,0,5,0,7305208,0,0,33554432,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,2048,19108141,8436085,1190542,10815488,346095616,345899008,0,0,0,0,0,0,0,0,0,1048576,2048,0,141312,7211865,447278836,223801948,1024,0,0,0,0,0.23711,0.000421456,32,32,1,8,8,1,27,0,0
"1194",5.2,9,"GTX-980",0,1216,2048,2,256,3505,"224,32","matMul_gpu_uncoalesced",1,512,"GeForce GTX 980 (0)",1,7,"matMul(float*, float*, float*, int)",99.169825,0.970205,1.974381,1.974818,10529,100,100,99.971507,1.4e-05,43.945076,0,0,0,0,10,16,0,0,0,0,83886080,131072,31948,31800,55,0,73.534285,392.182854,441.205711,1.531964,382.368708,380.597374,392.182854,0,0,0,0,16.666667,25,33554432,"Low (1)","Mid (4)","Low (1)","Idle (0)","Idle (0)","Mid (5)",0,0,0,0,268435456,0,134217728,0,0,86253568,86254767,"Low (1)","Mid (4)",0,"Idle (0)",134217728,0,1949564928,0,34078720,268697600,372768768,0,76776124,1089536,1089536,33619968,8429568,0,0,1.114252,29.760524,8.502323,2.39609,0,55.740757,0.010264,1.192701,0.230793,1.052294,0,5,37749095,131078,0,0,54.914197,99.915557,93.75,441.205711,1.531964,37748736,131072,441.209907,1.532034,0,61.27832,"High (9)",0,0,"Low (1)",0,2.39124,2.383072,0,"GeForce GTX 980 (0)",1,7,"matMul(float*, float*, float*, int)",42029088,41988064,18939904,18939904,15876,15832,16411,16388,16389,16419,15884,15896,18874368,18874368,65536,65536,18858192,18858220,61440,61440,18874400,18874407,65540,65538,0,0,0,5,44136048,0,0,268435456,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,8192,98548737,67297476,9478637,86253568,2760114176,2759327744,0,0,0,0,0,0,0,0,0,8388608,8192,0,1089536,43814931,2720455050,1367362512,4096,0,0,0,0,0.237126,0.002545728,64,64,1,8,8,1,27,0,0
"1195",5.2,9,"GTX-980",0,1216,2048,2,256,3505,"224,32","matMul_gpu_uncoalesced",1,768,"GeForce GTX 980 (0)",1,7,"matMul(float*, float*, float*, int)",99.197618,0.977153,1.949348,1.944513,15777,100,100,99.980985,7e-06,43.272967,0,0,0,0,10,16,0,0,0,0,283115520,294912,2517897,99907,55,0,72.341626,257.214671,434.049758,1.004745,8.578301,348.545277,385.822007,0,0,0,0,16.666667,25,113246208,"Low (1)","Mid (4)","Low (1)","Idle (0)","Idle (0)","Mid (5)",0,0,0,0,905969664,0,452984832,0,0,290801664,290803719,"Low (1)","Mid (4)",0,"Idle (0)",452984832,0,6575947776,0,114425856,906559488,1253965824,0,258860282,3631104,3631104,113393664,28403712,0,0,1.074146,29.865028,7.99206,2.539385,0,56.171054,0.001449,1.181794,0.162525,1.012558,0,5,127402343,294918,0,0,54.942768,98.200466,86.628554,434.049758,1.004745,127401984,294912,434.050981,1.004765,0,17.861328,"High (9)",0,0,"Low (1)",0,2.344051,2.347299,0,"GeForce GTX 980 (0)",1,7,"matMul(float*, float*, float*, int)",141720592,141689840,63848448,63848448,1275454,1246895,51766,49957,51736,51823,1274295,1272933,63700992,63700992,147456,147456,62554702,62556109,128367,128324,63811396,63811417,147461,147457,0,0,5,0,152733468,0,0,905969664,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,18432,346352753,226916843,31943443,290801664,9305653248,9303883776,0,0,0,0,0,0,0,0,0,28311552,18432,0,3631104,151456862,9476984890,4768817278,9216,0,0,0,0,0.251997,0.008746506,96,96,1,8,8,1,27,0,0
"1196",5.2,9,"GTX-980",0,1216,2048,2,256,3505,"224,32","matMul_gpu_uncoalesced",1,1024,"GeForce GTX 980 (0)",1,7,"matMul(float*, float*, float*, int)",99.634064,0.985083,2.015938,2.01796,21025,100,100,99.985731,3e-06,44.908576,0,0,0,0,10,16,0,0,0,0,671088640,524288,10782305,157323,55,0,76.041059,202.776157,456.246355,811.10463,16.289908,243.388011,405.552315,0,0,0,0,16.666667,25,268435456,"Low (1)","Mid (4)","Low (1)","Idle (0)","Idle (0)","Mid (5)",0,0,0,0,2147483648,0,1073741824,0,0,688947200,688948388,"Low (1)","Mid (4)",0,"Idle (0)",1073741824,0,15582887936,0,270532608,2148532224,2967470080,0,613286580,8552448,8552448,268697600,67272704,0,0,1.127875,29.897731,7.737138,2.277352,0,56.564124,0.001321,1.190022,0.119282,1.085155,0,5,302211005,524294,0,0,54.957065,96.057745,81.593323,456.246355,811.10463,301989888,524288,456.580418,811.113913,0,7.920898,"High (9)",0,0,"Low (1)",0,2.459596,2.458791,0,"GeForce GTX 980 (0)",1,7,"matMul(float*, float*, float*, int)",335806464,335806464,151247856,151266320,5181810,5002504,78352,78552,78372,78339,5181898,5181546,150994944,150994944,262144,262144,145699296,145699337,217330,217341,151105508,151105497,262144,262150,0,0,0,5,343380456,0,0,2147483648,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,32768,756075793,537624772,75661805,688947200,22046310400,22043164672,0,0,0,0,0,0,0,0,0,67108864,32768,0,8552448,342317613,21578860308,10843925225,16384,0,0,0,0,0.262538,0.019892,128,128,1,8,8,1,27,0,0
"1197",5.2,9,"GTX-980",0,1216,2048,2,256,3505,"224,32","matMul_gpu_uncoalesced",1,1280,"GeForce GTX 980 (0)",1,7,"matMul(float*, float*, float*, int)",99.78886,0.987613,1.850356,1.837354,26273,100,100,99.988581,2e-06,40.889917,0,0,0,0,10,16,0,0,0,0,1310720000,819200,19511725,234539,55,0,71.693811,152.946796,430.162865,611.787186,14.230041,175.156195,382.366991,0,0,0,0,16.666667,25,524288000,"Low (1)","Mid (4)","Low (1)","Idle (0)","Idle (0)","Mid (5)",0,0,0,0,4194304000,0,2097152000,0,0,1345177600,1345179699,"Low (1)","Mid (4)",0,"Idle (0)",2097152000,0,30430003200,0,527564800,4195942400,5790105600,0,1197466900,16640000,16640000,524697600,131328000,0,0,0.999344,29.609114,7.738352,2.741661,0,56.729675,0.00028,1.126952,0.093311,0.96131,0,5,590265587,819206,0,0,54.965646,95.563886,81.399902,430.162865,611.787186,589824000,819200,430.484918,611.791667,0,3.823242,"High (9)",0,0,"Low (1)",0,2.228684,2.260571,0,"GeForce GTX 980 (0)",1,7,"matMul(float*, float*, float*, int)",655692752,655846448,295321600,295321600,14173707,10377346,118551,117190,118535,118546,14174535,14172834,294912000,294912000,409600,409600,284401995,284396394,332536,332376,295132776,295132811,409604,409602,0,0,0,5,727361724,0,0,4194304000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,51200,1739612529,1049754107,147712812,1345177600,43045683200,43040768000,0,0,0,0,0,0,0,0,0,131072000,51200,0,16640000,723413946,45682905370,23346370944,25600,0,0,0,0,0.278323,0.042277,160,160,1,8,8,1,27,0,0
"1198",5.2,9,"GTX-980",0,1216,2048,2,256,3505,"224,32","matMul_gpu_uncoalesced",1,1536,"GeForce GTX 980 (0)",1,7,"matMul(float*, float*, float*, int)",99.715238,0.989554,1.920499,1.908152,31521,100,100,99.990483,1e-06,42.465915,0,0,0,0,10,16,1,1,0,0,2264924160,1179648,31797647,324730,55,0,78.348073,139.285463,470.088439,557.141853,14.665888,153.368356,417.85639,0,0,1.933594,1.933594,16.666667,25,905969664,"Low (1)","Mid (4)","Low (1)","Idle (0)","Idle (0)","Mid (5)",0,0,0,0,7247757312,0,3623878656,0,0,2323980288,2323981487,"Low (1)","Mid (4)",0,"Low (1)",3623878656,0,52576911360,0,910688256,7250116608,9998696448,0,2068808377,28680192,28680192,906559488,226861056,0,0,1.052153,29.661556,7.119838,2.513729,0,57.374818,0.000358,1.157804,0.077832,1.041912,0,5,1020099047,1179654,0,0,54.971369,96.711446,82.714844,470.088439,557.141853,1019215872,1179648,470.495782,557.144687,0,2.417969,"High (9)",0,0,"Low (1)",0,2.339208,2.339192,0,"GeForce GTX 980 (0)",1,7,"matMul(float*, float*, float*, int)",1133051904,1133051904,510225440,510170080,18380524,16504719,163022,162590,163018,163191,18376576,18377323,509607936,509607936,589824,589824,493888714,493892171,481749,481528,510049456,510049519,589825,589829,0,0,1,4,1204442108,0,0,7247757312,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,73728,2769337000,1813636096,255173632,2323980288,74367369216,74360291328,0,0,0,0,0,0,0,0,0,226492416,73728,0,28680192,1201771023,76130920144,38454729756,36864,0,0,0,0,0.29583,0.070084,192,192,1,8,8,1,27,0,0
"1199",5.2,9,"GTX-980",0,1216,2048,2,256,3505,"224,32","matMul_gpu_uncoalesced",1,1792,"GeForce GTX 980 (0)",1,7,"matMul(float*, float*, float*, int)",99.736008,0.98456,1.873416,1.864788,36769,100,100,99.991841,1e-06,41.501139,0,0,0,0,10,16,0,0,0,0,3596615680,1605632,86295662,448644,55,0,76.038101,115.867582,456.228609,463.470332,24.325677,129.502391,405.536541,0,0,0,0,16.666667,25,1438646272,"Low (1)","Mid (4)","Low (1)","Idle (0)","Idle (0)","Mid (5)",0,0,0,0,11509170176,0,5754585088,0,0,3689842688,3689844841,"Low (2)","Mid (4)",0,"Idle (0)",5754585088,0,83483230208,0,1445068800,11512381440,15870066688,0,3284722996,45459456,45459456,1439449088,360163328,0,0,1.039308,30.010425,7.447711,2.643493,0,56.6243,0.00011,1.146245,0.067527,1.020881,0,5,1619802740,1605638,0,0,54.975457,94.755958,75.149661,456.228609,463.470332,1618477056,1605632,456.602302,463.472064,0,1.477539,"High (9)",0,0,"Low (1)",0,2.283254,2.26544,0,"GeForce GTX 980 (0)",1,7,"matMul(float*, float*, float*, int)",1798895520,1799325792,810009056,810073632,43342493,43478682,225196,225216,225173,225142,43336575,43344006,809238528,809238528,802816,802816,766735562,766739762,602680,602609,809900792,809900883,802816,802822,0,0,0,5,1990273468,0,0,11509170176,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,100352,4575234696,2879600842,405121532,3689842688,118074966016,118065332224,0,0,0,0,0,0,0,0,0,359661568,100352,0,45459456,1984411123,125693862238,62501185228,50176,1,1,0,0,0.324424,0.104163,224,224,1,8,8,1,27,0,0
"1200",5.2,9,"GTX-980",0,1216,2048,2,256,3505,"224,32","matMul_gpu_uncoalesced",1,2048,"GeForce GTX 980 (0)",1,7,"matMul(float*, float*, float*, int)",99.77608,0.989943,1.98948,1.977275,42017,100,100,99.99286,0,44.004791,0,0,0,0,10,16,0,0,0,0,5368709120,2097152,132886397,580659,55,0,78.501607,104.668809,471.009641,418.675236,25.907645,115.92271,418.675237,0,0,0,0,16.666667,25,2147483648,"Low (1)","Mid (4)","Low (1)","Idle (0)","Idle (0)","Mid (5)",0,0,0,0,17179869184,0,8589934592,0,0,5507252224,5507254361,"Low (2)","Mid (4)",0,"Idle (0)",8589934592,0,124608577536,0,2155872256,17184063488,23681040384,0,4902618410,67764224,67764224,2148532224,537526272,0,0,1.120222,29.775585,7.555301,2.328225,0,56.879286,0.000166,1.182268,0.05951,1.099438,0,5,2417906629,2097158,0,0,54.978524,94.575087,74.163485,471.009641,418.675236,2415919104,2097152,471.397131,418.676434,0,1.021484,"High (9)",0,0,"Low (1)",0,2.433074,2.418628,0,"GeForce GTX 980 (0)",1,7,"matMul(float*, float*, float*, int)",2685403136,2685403136,1208971232,1209045024,64774190,66511274,289065,290159,289065,289099,64774112,64774355,1207959552,1207959552,1048576,1048576,1143097861,1143097258,783335,783361,1208953052,1208953169,1048576,1048582,0,0,4,1,2773997676,0,0,17179869184,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,131072,6202674799,4297982457,604635945,5507252224,176232071168,176219488256,0,0,0,0,0,0,0,0,0,536870912,131072,0,67764224,2768275164,175519615838,88752179002,65536,0,0,0,0,0.350236,0.147118,256,256,1,8,8,1,27,0,0
"1201",5.2,9,"GTX-980",0,1216,2048,2,256,3505,"224,32","matMul_gpu_uncoalesced",1,2304,"GeForce GTX 980 (0)",1,7,"matMul(float*, float*, float*, int)",99.84109,0.98617,1.729865,1.74836,47265,100,100,99.993653,0,38.910388,0,0,0,0,10,16,0,0,0,0,7644119040,2654208,196676182,759730,55,0,67.283006,79.742822,403.698037,318.971289,23.081735,91.30108,358.8427,0,0,0,0,16.666667,25,3057647616,"Low (1)","Mid (4)","Low (1)","Idle (0)","Idle (0)","Mid (4)",0,0,0,0,24461180928,0,12230590464,0,0,7840696320,7840698386,"Low (2)","Mid (4)",0,"Idle (0)",12230590464,0,177412571136,0,3068264448,24466489344,33708441600,0,6979904768,96380928,96380928,3058974720,765241344,0,0,0.895507,29.880567,6.258564,3.460095,0,57.394849,4.6e-05,1.18438,0.052821,0.873171,0,5,3443165065,2654214,0,0,54.980909,94.378917,72.279904,403.698037,318.971289,3439853568,2654208,404.086672,318.97201,0,630,"High (8)",0,0,"Low (1)",0,2.098796,2.086853,0,"GeForce GTX 980 (0)",1,7,"matMul(float*, float*, float*, int)",3823340528,3823432720,1721274640,1721233136,98525306,98377745,382473,378505,382539,382260,98507894,98506285,1719926784,1719926784,1327104,1327104,1623202428,1623198950,958708,958945,1721472184,1721472355,1327109,1327105,0,0,1,4,4530004508,0,0,24461180928,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,165888,11054717176,6119111680,860793856,7840696320,250902282240,250886356992,0,0,0,0,0,0,0,0,0,764411904,165888,0,96380928,4522333507,286716964728,142249233626,82944,0,0,0,0,0.378124,0.243375,288,288,1,8,8,1,27,0,0
"1202",5.2,9,"GTX-980",0,1216,2048,2,256,3505,"224,32","matMul_gpu_uncoalesced",1,2560,"GeForce GTX 980 (0)",1,7,"matMul(float*, float*, float*, int)",99.83786,0.993549,1.720402,1.711177,52513,100,100,99.994287,0,38.083001,0,0,0,0,10,16,0,0,0,0,10485760000,3276800,272931280,953193,55,0,65.592565,69.965403,393.555393,279.861612,22.763904,81.409341,349.827016,0,0,0,0,16.666667,25,4194304000,"Low (1)","Mid (4)","Low (1)","Idle (0)","Idle (0)","Mid (4)",0,0,0,0,33554432000,0,16777216000,0,0,10754662400,10754664671,"Low (2)","Mid (4)",0,"Idle (0)",16777216000,0,243354828800,0,4207411200,33560985600,46229094400,0,9573991790,132096000,132096000,4195942400,1049600000,0,0,0.883415,29.582444,5.700206,3.376877,0,58.373454,3.4e-05,1.176346,0.0478,0.859423,0,5,4723228045,3276806,0,0,54.982818,94.315914,71.959167,393.555393,279.861612,4718592000,3276800,393.942063,279.862124,0,447,"High (8)",0,0,"Low (1)",0,2.050923,2.077284,0,"GeForce GTX 980 (0)",1,7,"matMul(float*, float*, float*, int)",5244415968,5244620832,2360888288,2360980512,136237304,136337363,474587,475031,474555,474531,136227454,136240777,2359296000,2359296000,1638400,1638400,2225217975,2225223739,1182266,1181654,2361613844,2361614145,1638400,1638406,0,0,0,5,6271383980,0,0,33554432000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,204800,15619223582,8393319424,1180673024,10754662400,344149196800,344129536000,0,0,0,0,0,0,0,0,0,1048576000,204800,0,132096000,6260740266,398329145184,199281994036,102400,0,0,0,0,0.412059,0.336296,320,320,1,8,8,1,27,0,0
