"","GpuName","GpuId","L2","bandwith","Bus","Memoryclock","AppName","AppId","Input.Size","Device","Context","Stream","Kernel","Multiprocessor.Activity","Achieved.Occupancy","Executed.IPC","Issued.IPC","Instructions.per.warp","Branch.Efficiency","Warp.Execution.Efficiency","Warp.Non.Predicated.Execution.Efficiency","Instruction.Replay.Overhead","Issue.Slot.Utilization","Shared.Memory.Load.Transactions.Per.Request","Shared.Memory.Store.Transactions.Per.Request","Local.Memory.Load.Transactions.Per.Request","Local.Memory.Store.Transactions.Per.Request","Global.Load.Transactions.Per.Request","Global.Store.Transactions.Per.Request","Shared.Store.Transactions","Shared.Load.Transactions","Local.Load.Transactions","Local.Store.Transactions","Global.Load.Transactions","Global.Store.Transactions","Device.Memory.Read.Transactions","Device.Memory.Write.Transactions","Global.Hit.Rate","Local.Hit.Rate","Requested.Global.Load.Throughput","Requested.Global.Store.Throughput","Global.Load.Throughput","Global.Store.Throughput","Device.Memory.Read.Throughput","Device.Memory.Write.Throughput","Unified.Cache.Throughput","Local.Memory.Load.Throughput","Local.Memory.Store.Throughput","Shared.Memory.Load.Throughput","Shared.Memory.Store.Throughput","Global.Memory.Load.Efficiency","Global.Memory.Store.Efficiency","Unified.Cache.Transactions","Control.Flow.Function.Unit.Utilization","Texture.Function.Unit.Utilization","Load.Store.Function.Unit.Utilization","Double.Precision.Function.Unit.Utilization","Special.Function.Unit.Utilization","Single.Precision.Function.Unit.Utilization","Floating.Point.Operations.Double.Precision.","Floating.Point.Operations.Double.Precision.Add.","Floating.Point.Operations.Double.Precison.FMA.","Floating.Point.Operations.Double.Precision.Mul.","Floating.Point.Operations.Single.Precision.","Floating.Point.Operations.Single.Precision.Add.","Floating.Point.Operations.Single.Precision.FMA.","Floating.Point.Operation.Single.Precision.Mul.","Floating.Point.Operations.Single.Precision.Special.","Instructions.Executed","Instructions.Issued","Device.Memory.Utilization","Unified.Cache.Utilization","Shared.Memory.Efficiency","Shared.Memory.Utilization","FP.Instructions.Single.","FP.Instructions.Double.","Integer.Instructions","Bit.Convert.Instructions","Control.Flow.Instructions","Load.Store.Instructions","Misc.Instructions","Inter.Thread.Instructions","Issue.Slots","Issued.Control.Flow.Instructions","Executed.Control.Flow.Instructions","Issued.Load.Store.Instructions","Executed.Load.Store.Instructions","Atomic.Transactions","Atomic.Transactions.Per.Request","Issue.Stall.Reasons..Instructions.Fetch.","Issue.Stall.Reasons..Execution.Dependency.","Issue.Stall.Reasons..Data.Request.","Issue.Stall.Reasons..Texture.","Issue.Stall.Reasons..Synchronization.","Issue.Stall.Reasons..Other.","Issue.Stall.Reasons..Immediate.constant.","Issue.Stall.Reasons..Pipe.Busy.","Issue.Stall.Reasons..Memory.Throttle.","Issue.Stall.Reasons..Not.Selected.","System.Memory.Read.Transactions","System.Memory.Write.Transactions","L2.Read.Transactions","L2.Write.Transactions","ECC.Transactions","Local.Memory.Overhead","Unified.Cache.Hit.Rate","L2.Hit.Rate..Texture.Reads.","L2.Hit.Rate..Texture.Writes.","L2.Throughput..Texture.Reads.","L2.Throughput..Texture.Writes.","L2.Transactions..Texture.Reads.","L2.Transactions..Texture.Writes.","L2.Throughput..Reads.","L2.Throughput..Writes.","System.Memory.Read.Throughput","System.Memory.Write.Throughput","L2.Cache.Utilization","L2.Throughput..Atomic.requests.","L2.Transactions..Atomic.requests.","System.Memory.Utilization","ECC.Throughput","Eligible.Warps.Per.Active.Cycle","FLOP.Efficiency.Peak.Single.","FLOP.Efficiency.Peak.Double.","Device","Context","Stream","Kernel","tex0_cache_sector_queries","tex1_cache_sector_queries","tex0_cache_sector_misses","tex1_cache_sector_misses","fb_subp0_read_sectors","fb_subp1_read_sectors","fb_subp0_write_sectors","fb_subp1_write_sectors","l2_subp0_write_sector_misses","l2_subp1_write_sector_misses","l2_subp0_read_sector_misses","l2_subp1_read_sector_misses","l2_subp0_read_tex_sector_queries","l2_subp1_read_tex_sector_queries","l2_subp0_write_tex_sector_queries","l2_subp1_write_tex_sector_queries","l2_subp0_read_tex_hit_sectors","l2_subp1_read_tex_hit_sectors","l2_subp0_write_tex_hit_sectors","l2_subp1_write_tex_hit_sectors","l2_subp0_total_read_sector_queries","l2_subp1_total_read_sector_queries","l2_subp0_total_write_sector_queries","l2_subp1_total_write_sector_queries","l2_subp0_read_sysmem_sector_queries","l2_subp1_read_sysmem_sector_queries","l2_subp0_write_sysmem_sector_queries","l2_subp1_write_sysmem_sector_queries","elapsed_cycles_sm","gld_inst_8bit","gld_inst_16bit","gld_inst_32bit","gld_inst_64bit","gld_inst_128bit","gst_inst_8bit","gst_inst_16bit","gst_inst_32bit","gst_inst_64bit","gst_inst_128bit","prof_trigger_00","prof_trigger_01","prof_trigger_02","prof_trigger_03","prof_trigger_04","prof_trigger_05","prof_trigger_06","prof_trigger_07","warps_launched","inst_issued0","inst_issued1","inst_issued2","inst_executed","thread_inst_executed","not_predicated_off_thread_inst_executed","local_store","local_load","shared_load","shared_store","shared_atom_cas","shared_atom","global_atom_cas","atom_count","gred_count","global_load","global_store","divergent_branch","branch","active_cycles","active_warps","active_ctas","sm_cta_launched","shared_ld_bank_conflict","shared_st_bank_conflict","shared_ld_transactions","shared_st_transactions","Start","Duration","Grid.X","Grid.Y","Grid.Z","Block.X","Block.Y","Block.Z","Registers.Per.Thread","Static.SMem","Dynamic.SMem"
"3381","GTX-970",10,1.75,"224,32",256,3505,"subSeqMax",9,262144,"GeForce GTX 970 (1)",2,14,"subSeqMax(int*, int*, int, int)",82.675708,0.154828,0.617952,0.621698,3162.234375,99.99338,99.992527,85.03532,0.001092,14.069452,41.82231,1.030303,0,0,5.818182,17.333333,8704,401536,0,0,65536,19968,612,4959,50,0,25.789338,2.051425,18.755882,11.429365,358.70624,2.838453,18.755882,0,0,919.331271,19.928124,137.5,17.948718,32768,"Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (2)",0,0,0,0,0,0,0,0,4096,404766,405215,"Low (1)","Low (1)",5.24181,"Mid (6)",4096,0,6443069,8192,1171459,966656,2420738,0,366812,54787,54787,58113,31105,0,0,7.501105,62.386142,26.504874,0,0.66908,0.739442,1.119336,0.634896,0.067654,0.37747,0,5,32879,19974,0,0,38.323353,99.035645,95.778245,18.755882,11.429365,32768,19968,18.819416,11.4328,0,2.930606,"Low (1)",0,0,"Low (1)",0,0.597644,0,0,"GeForce GTX 970 (1)",2,14,"subSeqMax(int*, int*, int, int)",42752,42752,26368,26368,184,168,2385,2428,2222,2265,152,152,16384,16384,9984,9984,15752,15888,9555,9576,16416,16455,9988,9986,0,0,4,1,784588,0,0,262144,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,2206315,328404,38403,404766,12951544,11014210,0,0,128,8448,0,0,0,0,0,8192,1152,3,45315,647238,6413964,1616708,32,388863,0,401536,8704,1.422226,5.1263e-05,32,1,1,128,1,1,25,16392,0
"3382","GTX-970",10,1.75,"224,32",256,3505,"subSeqMax",9,524288,"GeForce GTX 970 (1)",2,14,"subSeqMax(int*, int*, int, int)",87.037872,0.155253,0.549388,0.55245,6044.234375,99.996594,99.996082,84.560449,0.000564,12.509456,37.224888,1.030303,0,0,6.736842,17.333333,17408,671872,0,0,131072,19968,44420,17302,50,0,21.575419,0.993605,18.168774,5.535798,12.314711,4.796694,18.168774,0,0,745.061664,19.304322,118.75,17.948718,65536,"Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (2)",0,0,0,0,0,0,0,0,4096,773662,774100,"Low (1)","Low (1)",5.608171,"Mid (5)",4096,0,12177533,8192,2277379,1769472,4698114,0,701137,106499,106499,108033,56449,0,0,6.195511,47.085272,43.994533,0,0.646262,0.601411,0.534116,0.576573,0.031078,0.335244,0,5,65639,16986,0,0,43.389831,30.810547,92.307692,18.168774,5.535798,65536,19968,18.197329,4.709088,0,1.419435,"Low (1)",0,0,"Low (1)",0,0.531665,0,0,"GeForce GTX 970 (1)",2,14,"subSeqMax(int*, int*, int, int)",75520,75520,42752,42752,25432,22044,9538,7760,8942,8248,22372,22304,32768,23424,9984,9984,10512,10684,9221,9211,32800,32839,9984,9990,0,0,0,5,1598077,0,0,524288,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,4889873,628174,72963,773662,24756216,20934786,0,0,128,16896,0,0,0,0,0,16384,1152,3,88067,1397643,13874944,3524338,32,650751,0,671872,17408,1.471066,0.000106815,32,1,1,128,1,1,25,16392,0
"3383","GTX-970",10,1.75,"224,32",256,3505,"subSeqMax",9,1048576,"GeForce GTX 970 (1)",2,14,"subSeqMax(int*, int*, int, int)",89.338087,0.155381,0.565755,0.566165,11808.28125,99.998272,99.997598,84.30551,0.000292,12.823966,34.697648,1.030303,0,0,7.314286,17.333333,34816,1212544,0,0,262144,19968,122180,28018,50,0,21.215388,543.113935,19.396926,2.955,18.081028,4.146294,19.396926,0,0,717.762042,20.609234,109.375,17.948718,131072,"Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (2)",0,0,0,0,0,0,0,0,4096,1511460,1511902,"Low (2)","Low (1)",5.849153,"Mid (5)",4096,0,23646337,8192,4489219,3375104,9252863,0,1369819,209923,209923,207874,107138,0,0,6.642172,43.85479,46.830352,0,0.822137,0.603383,0.281866,0.585999,0.014384,0.364917,0,5,131655,19974,0,0,47.525805,7.022095,108.653619,19.396926,2.510448,131072,16964,19.483203,2.955888,0,775.876953,"Low (1)",0,0,"Low (1)",0,0.547178,0,0,"GeForce GTX 970 (1)",2,14,"subSeqMax(int*, int*, int, int)",141056,141056,75520,75520,69892,52296,14768,12250,12981,13369,61172,61268,65536,65536,9984,9984,4564,4672,9211,9221,65568,65607,9988,9986,0,0,4,1,2999577,0,0,1048576,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,9318809,1227734,142083,1511460,48365560,40775812,0,0,128,33792,0,0,0,0,0,32768,1152,3,173571,2675878,26631322,6648622,32,1174526,0,1212544,34816,1.482751,0.000200925,32,1,1,128,1,1,25,16392,0
"3384","GTX-970",10,1.75,"224,32",256,3505,"subSeqMax",9,2097152,"GeForce GTX 970 (1)",2,14,"subSeqMax(int*, int*, int, int)",90.451511,0.155409,0.582887,0.581377,23336.28125,99.999129,99.998786,84.174057,0.000146,13.170626,33.371468,1.030303,0,0,7.641791,17.333333,69632,2293888,0,0,524288,19968,258292,27706,50,0,21.36421,285.706449,20.407604,1.554485,20.10773,2.15688,20.407604,0,0,714.305982,21.683079,104.6875,17.948718,262144,"Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (2)",0,0,0,0,0,0,0,0,4096,2987044,2987484,"Low (2)","Low (1)",5.98971,"Mid (5)",4096,0,46584193,8192,8912899,6586368,18362367,0,2707161,416771,416771,407554,208514,0,0,6.674303,42.521065,48.168517,0,0.874231,0.608494,0.137979,0.613273,0.007109,0.395028,0,5,262727,19974,0,0,48.165569,1.490784,92.307692,20.407604,1.554485,262144,19968,20.452989,1.554953,0,408.151367,"Low (1)",0,0,"Low (1)",0,0.56382,0,0,"GeForce GTX 970 (1)",2,14,"subSeqMax(int*, int*, int, int)",272128,272128,141056,141056,147520,110656,16428,12158,14185,14305,129064,129072,131072,131072,9984,9984,1984,1952,9211,9221,131389,93959,9989,9985,0,0,1,4,5656460,0,0,2097152,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,17754075,2426834,280323,2987044,95584246,80458114,0,0,128,67584,0,0,0,0,0,65536,1152,3,344579,5110912,50846704,12694236,32,2222078,0,2293888,69632,1.420448,0.000383355,32,1,1,128,1,1,25,16392,0
"3385","GTX-970",10,1.75,"224,32",256,3505,"subSeqMax",9,4194304,"GeForce GTX 970 (1)",2,14,"subSeqMax(int*, int*, int, int)",92.370194,0.154895,0.603768,0.602719,46392.28125,99.999563,99.99939,84.107137,7.3e-05,13.655209,32.691539,1.030303,0,0,7.816794,17.333333,139264,4456576,0,0,1048576,19968,522828,27848,50,0,21.975397,150.305007,21.472144,837.413612,21.41235,1.140511,21.472144,0,0,730.073863,22.814153,102.34375,17.948718,524288,"Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (2)",0,0,0,0,0,0,0,0,4096,5938212,5938648,"Low (2)","Low (1)",6.066008,"Mid (5)",4096,0,92459905,8192,17760259,13008896,36581375,0,5381845,830467,830467,806914,411266,0,0,6.863627,40.073368,50.385747,0,0.878903,0.640704,0.075134,0.642953,0.003571,0.435994,0,5,524391,19974,0,0,49.065644,0.300598,92.307692,21.472144,837.413612,524288,19968,21.476362,837.665239,0,214.720703,"Low (1)",0,0,"Low (1)",0,0.586567,0,0,"GeForce GTX 970 (1)",2,14,"subSeqMax(int*, int*, int, int)",534272,534272,272128,272128,298832,223960,15674,11830,13938,13932,261434,261556,262144,262144,9984,9984,748,732,9221,9211,262461,187623,9985,9989,0,0,5,0,10769713,0,0,4194304,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,33933019,4825042,556803,5938212,190021624,159822724,0,0,128,135168,0,0,0,0,0,131072,1152,3,686595,9852959,97743818,24570152,32,4317182,0,4456576,139264,1.474164,0.000724949,32,1,1,128,1,1,25,16392,0
"3386","GTX-970",10,1.75,"224,32",256,3505,"subSeqMax",9,8388608,"GeForce GTX 970 (1)",2,14,"subSeqMax(int*, int*, int, int)",94.61626,0.154357,0.612537,0.612477,92504.28125,99.999781,99.999694,84.073114,3.7e-05,13.876857,32.347239,1.030303,0,0,7.907336,17.333333,278528,8781952,0,0,2097152,19968,1047940,28098,50,0,24.315318,84.117856,24.033673,468.656629,24.019096,659.470851,24.033673,0,0,805.13979,25.535778,101.171875,17.948718,1048576,"Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (2)",0,0,0,0,0,0,0,0,4096,11840548,11840984,"Low (2)","Low (1)",6.105813,"Mid (5)",4096,0,184210347,8192,35454979,25853952,73019391,0,10731221,1657859,1657859,1605634,816770,0,0,6.998262,38.06884,52.385701,0,0.790944,0.655027,0.037723,0.643508,0.004393,0.415603,0,5,1049159,19974,0,0,49.528416,0.083923,92.257612,24.033673,468.656629,1048576,19968,24.047036,468.797451,0,120.167969,"Low (1)",0,0,"Low (1)",0,0.593531,0,0,"GeForce GTX 970 (1)",2,14,"subSeqMax(int*, int*, int, int)",1058560,1058560,534272,534272,598900,449144,13926,12288,12231,8743,524060,374372,524288,524288,9984,9984,424,420,9205,9217,524320,524359,9989,9985,0,0,1,4,20096085,0,0,8388608,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,65294051,9621458,1109763,11840548,378896376,318550958,0,0,128,270336,0,0,0,0,0,262144,1152,3,1370627,19040993,187931478,47048234,32,8507390,0,8781952,278528,1.497326,0.001376332,32,1,1,128,1,1,25,16392,0
"3387","GTX-970",10,1.75,"224,32",256,3505,"subSeqMax",9,12582912,"GeForce GTX 970 (1)",2,14,"subSeqMax(int*, int*, int, int)",95.720755,0.154249,0.606884,0.620068,138616.28125,99.999854,99.999795,84.061719,2.5e-05,14.049032,32.231821,1.030303,0,0,7.937984,17.333333,417792,13107328,0,0,3145728,19968,1572320,28074,50,0,27.440294,63.531017,27.227579,353.958527,27.218162,497.64782,27.227579,0,0,907.59483,28.929303,100.78125,17.948718,1572864,"Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (2)",0,0,0,0,0,0,0,0,4096,17742884,17743320,"Low (2)","Low (1)",6.119339,"Mid (5)",4096,0,275960747,8192,53149699,38699008,109457407,0,16080597,2485251,2485251,2404354,1222274,0,0,7.080869,37.233071,53.197276,0,0.741911,0.659092,0.02522,0.644083,0.002157,0.416321,0,5,1573447,19974,0,0,49.684619,0.036112,92.307692,27.227579,353.958527,1572864,19968,27.237671,354.064884,0,90.757812,"Low (1)",0,0,"Low (1)",0,0.600744,0,0,"GeForce GTX 970 (1)",2,14,"subSeqMax(int*, int*, int, int)",1582848,1582848,796416,796416,898468,674574,15816,12346,14042,14064,786200,786160,786432,786432,9984,7364,276,288,9211,9221,791974,791935,9985,9989,0,0,5,0,29847195,0,0,12582912,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,96909845,14417874,1662723,17742884,567771128,477279150,0,0,128,405504,0,0,0,0,0,393216,1152,3,2054659,28130953,277651828,69472931,32,12697598,0,13107328,417792,1.499789,0.001969218,32,1,1,128,1,1,25,16392,0
"3388","GTX-970",10,1.75,"224,32",256,3505,"subSeqMax",9,16777216,"GeForce GTX 970 (1)",2,14,"subSeqMax(int*, int*, int, int)",96.160288,0.154198,0.622859,0.633929,184728.28125,99.99989,99.999846,84.056014,1.8e-05,14.363183,32.173991,1.030305,0,0,7.953398,17.333333,557057,17432705,0,0,4194304,19968,2107862,28394,50,0,28.011051,48.733789,27.84788,271.516831,27.990097,386.09019,27.84788,0,0,925.948868,29.588426,100.585938,17.948718,2097152,"Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (2)",0,0,0,0,0,0,0,0,4096,23645220,23645656,"Low (2)","Low (1)",6.126151,"Mid (5)",4096,0,367711147,8192,70844419,51544064,145895423,0,21429973,3312643,3312643,3203074,1627778,0,0,7.190346,36.333107,54.030339,0,0.701436,0.668963,0.020219,0.649219,0.001478,0.404894,0,5,2097255,19974,0,0,49.763091,0.01812,92.307692,27.84788,271.516831,2097152,19968,27.849248,271.598417,0,69.619141,"Low (1)",0,0,"Low (1)",0,0.612609,0,0,"GeForce GTX 970 (1)",2,14,"subSeqMax(int*, int*, int, int)",2107136,2107136,1058560,1058560,1198268,898676,16006,12324,14229,14145,1048838,1048820,1048576,1048576,9984,9984,36,44,9211,9221,1048608,1048647,9985,9989,0,0,1,4,38699922,0,0,16777216,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,127376373,19214290,2215683,23645220,756645878,636007340,0,0,128,540672,0,0,0,0,0,524288,1152,3,2738691,37147028,366556814,91961506,32,16887806,0,17432704,557056,1.451021,0.002605178,32,1,1,128,1,1,25,16392,0
"3389","GTX-970",10,1.75,"224,32",256,3505,"subSeqMax",9,20971520,"GeForce GTX 970 (1)",2,14,"subSeqMax(int*, int*, int, int)",97.427028,0.15407,0.636787,0.618576,230840.28125,99.999912,99.999877,84.052588,1.5e-05,14.015378,32.139251,1.030303,0,0,7.962675,17.333333,696320,21758080,0,0,5242880,19968,2621814,28332,50,0,27.842283,38.797334,27.712381,216.156575,27.716335,306.698121,27.712381,0,0,920.056478,29.444405,100.46875,17.948718,2621440,"Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (2)",0,0,0,0,0,0,0,0,4096,29547556,29547992,"Low (2)","Low (1)",6.130255,"Mid (5)",4096,0,459461547,8192,88539139,64389120,182333439,0,26779349,4140035,4140035,4001794,2033282,0,0,7.295709,36.285529,53.965466,0,0.689082,0.681691,0.015977,0.652275,0.001775,0.412497,0,5,2621543,19974,0,0,49.810293,0.013885,92.307692,27.712381,216.156575,2621440,19968,27.71347,216.221526,0,55.423828,"Low (1)",0,0,"Low (1)",0,0.597902,0,0,"GeForce GTX 970 (1)",2,14,"subSeqMax(int*, int*, int, int)",2631424,2631424,1320704,1320704,1497936,1123296,14125,12378,12412,8833,1311026,936556,1310720,1310720,9984,9984,176,176,9211,9221,1316342,1316343,9985,9989,0,0,5,0,48157925,0,0,20971520,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,158550125,24010706,2768643,29547556,945520632,794735534,0,0,128,675840,0,0,0,0,0,655360,1152,3,3422723,46422241,457854468,114191389,32,21078014,0,21758080,696320,1.474338,0.003209712,32,1,1,128,1,1,25,16392,0
"3390","GTX-970",10,1.75,"224,32",256,3505,"subSeqMax",9,25165824,"GeForce GTX 970 (1)",2,14,"subSeqMax(int*, int*, int, int)",96.477143,0.154155,0.640223,0.640213,276952.28125,99.999927,99.999898,84.050302,1.2e-05,14.505673,32.116075,1.030303,0,0,7.968872,17.333333,835584,26083456,0,0,6291456,19968,3157236,28354,50,0,24.350165,28.297986,24.255417,157.66021,24.34415,223.873076,24.255417,0,0,804.475275,25.77138,100.390625,17.948718,3145728,"Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (2)",0,0,0,0,0,0,0,0,4096,35449892,35450328,"Low (2)","Low (1)",6.132997,"Mid (5)",4096,0,551211947,8192,106233859,77234176,218771455,0,32128725,4967427,4967427,4800514,2438786,0,0,7.405821,36.389854,53.719331,0,0.750802,0.698924,0.01298,0.632234,0.00126,0.388794,0,5,3147041,19974,0,0,49.841811,0.007757,79.667468,24.255417,157.66021,3145728,19968,24.265541,157.707583,0,40.424805,"Low (1)",0,0,"Low (1)",0,0.616135,0,0,"GeForce GTX 970 (1)",2,14,"subSeqMax(int*, int*, int, int)",3155712,3155712,1582848,1582848,1797508,1348963,15956,10802,14130,14092,1572808,1572828,1572864,1123488,9984,9984,128,124,9221,9211,1573242,1573263,9988,9986,0,0,0,5,57138521,0,0,25165824,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,189555189,28807122,3321603,35449892,1134395384,953463726,0,0,128,811008,0,0,0,0,0,786432,1152,3,4106755,55241194,544841590,136647539,32,25268222,0,26083456,835584,1.521853,0.003877318,32,1,1,128,1,1,25,16392,0
"3391","GTX-970",10,1.75,"224,32",256,3505,"subSeqMax",9,29360128,"GeForce GTX 970 (1)",2,14,"subSeqMax(int*, int*, int, int)",97.966263,0.154167,0.618176,0.617251,323064.28125,99.999937,99.999912,84.048669,1.1e-05,13.985421,32.099513,1.030303,0,0,7.973304,17.333333,974848,30408832,0,0,7340032,19968,3670530,28824,50,0,28.837967,28.741733,28.741734,160.132515,28.745759,231.152825,28.741734,0,0,952.587179,30.538092,100.334821,17.948718,3670016,"Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (2)",0,0,0,0,0,0,0,0,4096,41352228,41352664,"Low (2)","Low (1)",6.134959,"Mid (5)",4096,0,642962347,8192,123928579,90079232,255209471,0,37478101,5794819,5794819,5599234,2844290,0,0,7.172451,34.767732,55.675466,0,0.675159,0.675366,0.011085,0.626183,0.001078,0.39548,0,5,3670119,19974,0,0,49.864348,0.005886,92.307692,28.741734,160.132515,3670016,19968,28.74254,160.180632,0,41.05957,"Low (1)",0,0,"Low (1)",0,0.595816,0,0,"GeForce GTX 970 (1)",2,14,"subSeqMax(int*, int*, int, int)",3680000,3680000,1844992,1844992,2097032,1583778,16346,12480,14406,14476,1834920,1834892,1835008,1835008,9984,9984,104,120,9221,9211,1835296,1311039,9989,9985,0,0,5,0,66361384,0,0,29360128,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,219910001,33603538,3874563,41352228,1323270134,1112191916,0,0,128,946176,0,0,0,0,0,917504,1152,3,4790787,64407470,635433964,158951975,32,29458430,0,30408832,974848,1.503676,0.004458269,32,1,1,128,1,1,25,16392,0
"3392","GTX-970",10,1.75,"224,32",256,3505,"subSeqMax",9,33554432,"GeForce GTX 970 (1)",2,14,"subSeqMax(int*, int*, int, int)",97.659226,0.154119,0.643659,0.64322,369176.28125,99.999945,99.999923,84.047444,9e-06,14.573839,32.087087,1.030303,0,0,7.976631,17.333333,1114112,34734208,0,0,8388608,19968,4205398,28710,50,0,27.900724,24.341819,27.819222,135.618708,27.892805,194.992643,27.819222,0,0,921.515132,29.557924,100.292969,17.948718,4194304,"Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (2)",0,0,0,0,0,0,0,0,4096,47254564,47255000,"Low (2)","Low (1)",6.136433,"Mid (5)",4096,0,734712747,8192,141623299,102924288,291647487,0,42827477,6622211,6622211,6397954,3249794,0,0,7.488707,35.889738,54.400285,0,0.480719,0.703134,0.00987,0.647121,0.000759,0.379668,0,5,4205349,19974,0,0,49.881264,0.003529,92.257612,27.819222,135.618708,4194304,19968,27.89248,135.659459,0,34.773438,"Low (1)",0,0,"Low (1)",0,0.61788,0,0,"GeForce GTX 970 (1)",2,14,"subSeqMax(int*, int*, int, int)",4204288,4204288,2107136,2107136,2396668,1809200,16144,12450,14289,14365,2097076,2097100,2097152,2097152,9984,9984,64,56,9217,9205,2097665,1498471,9988,9986,0,0,4,1,76704602,0,0,33554432,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,257031807,38399954,4427523,47254564,1512144886,1270920108,0,0,128,1081344,0,0,0,0,0,1048576,1152,3,5474819,74966008,739384488,185018888,33,33648639,1,34734208,1114112,1.52004,0.005082676,32,1,1,128,1,1,25,16392,0
"3393","GTX-970",10,1.75,"224,32",256,3505,"subSeqMax",9,37748736,"GeForce GTX 970 (1)",2,14,"subSeqMax(int*, int*, int, int)",98.082964,0.154068,0.619383,0.619887,415288.28125,99.999951,99.999932,84.046491,8e-06,14.045203,32.07742,1.030303,0,0,7.979221,17.333333,1253376,39059584,0,0,9437184,19968,4718496,28899,50,0,28.979381,22.480974,28.90411,125.251144,28.903522,181.271676,28.90411,0,0,957.050344,30.710617,100.260417,17.948718,4718592,"Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (2)",0,0,0,0,0,0,0,0,4096,53156900,53157336,"Low (2)","Low (1)",6.13758,"Mid (5)",4096,0,826463147,8192,159318019,115769344,328085503,0,48176853,7449603,7449603,7196674,3655298,0,0,7.19367,34.562658,55.93454,0,0.638521,0.674294,0.00931,0.620676,0.000925,0.365407,0,5,4719849,19974,0,0,49.894429,0.003645,92.307692,28.90411,125.251144,4718592,19968,28.91181,125.288779,0,32.115234,"Low (1)",0,0,"Low (1)",0,0.595494,0,0,"GeForce GTX 970 (1)",2,14,"subSeqMax(int*, int*, int, int)",4728576,4728576,2369280,2369280,2696280,2022220,16292,12620,14418,14432,2359356,2359340,2359296,2359296,9984,9984,16,16,9221,9211,2359600,2359663,9985,9989,0,0,1,4,86164085,0,0,37748736,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,282189671,43196370,4980483,53156900,1701019638,1429648300,0,0,128,1216512,0,0,0,0,0,1179648,1152,3,6158851,84084906,829237602,207450735,32,37838846,0,39059584,1253376,1.474149,0.005734347,32,1,1,128,1,1,25,16392,0
"3394","GTX-970",10,1.75,"224,32",256,3505,"subSeqMax",9,41943040,"GeForce GTX 970 (1)",2,14,"subSeqMax(int*, int*, int, int)",97.573726,0.154048,0.620597,0.621302,461400.28125,99.999956,99.999939,84.045729,7e-06,14.077276,32.069685,1.030303,0,0,7.981294,17.333333,1392640,43384960,0,0,10485760,19968,5242900,28528,50,0,29.155084,20.360837,29.086911,113.438953,29.087022,162.068632,29.086911,0,0,962.779599,30.904843,100.234375,17.948718,5242880,"Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (2)",0,0,0,0,0,0,0,0,4096,59059236,59059672,"Low (2)","Low (1)",6.138498,"Mid (5)",4096,0,918213547,8192,177012739,128614400,364523519,0,53526229,8276995,8276995,7995394,4060802,0,0,7.192603,34.476063,56.029907,0,0.637027,0.676066,0.008262,0.624109,0.000688,0.355274,0,5,5242983,19974,0,0,49.904966,0.002518,92.307692,29.086911,113.438953,5242880,19968,29.087483,113.47304,0,29.085938,"Low (1)",0,0,"Low (1)",0,0.595861,0,0,"GeForce GTX 970 (1)",2,14,"subSeqMax(int*, int*, int, int)",5252864,5252864,2631424,2631424,2996172,2247682,14747,12580,12824,9153,2621677,1872656,2621440,2621440,9984,9984,80,60,9211,9221,2627072,2627087,9985,9989,0,0,1,4,93681199,0,0,41943040,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,312606149,47992786,5533443,59059236,1889894390,1588376492,0,0,128,1351680,0,0,0,0,0,1310720,1152,3,6842883,91594851,903347468,225778025,32,42029054,0,43384960,1392640,1.473156,0.006337634,32,1,1,128,1,1,25,16392,0
