"","X","compute_version","gpu_id","gpu_name","l1_cache_used","max_clock_rate","num_of_cores","L2","bus","memory_clock","bandwith","AppName","AppId","Input.Size","Device","Context","Stream","Kernel","Multiprocessor.Activity","Achieved.Occupancy","Executed.IPC","Issued.IPC","Instructions.per.warp","Branch.Efficiency","Warp.Execution.Efficiency","Warp.Non.Predicated.Execution.Efficiency","Instruction.Replay.Overhead","Issue.Slot.Utilization","Shared.Memory.Load.Transactions.Per.Request","Shared.Memory.Store.Transactions.Per.Request","Local.Memory.Load.Transactions.Per.Request","Local.Memory.Store.Transactions.Per.Request","Global.Load.Transactions.Per.Request","Global.Store.Transactions.Per.Request","Shared.Store.Transactions","Shared.Load.Transactions","Local.Load.Transactions","Local.Store.Transactions","Global.Load.Transactions","Global.Store.Transactions","Device.Memory.Read.Transactions","Device.Memory.Write.Transactions","Global.Hit.Rate","Local.Hit.Rate","Requested.Global.Load.Throughput","Requested.Global.Store.Throughput","Global.Load.Throughput","Global.Store.Throughput","Device.Memory.Read.Throughput","Device.Memory.Write.Throughput","Unified.Cache.Throughput","Local.Memory.Load.Throughput","Local.Memory.Store.Throughput","Shared.Memory.Load.Throughput","Shared.Memory.Store.Throughput","Global.Memory.Load.Efficiency","Global.Memory.Store.Efficiency","Unified.Cache.Transactions","Control.Flow.Function.Unit.Utilization","Texture.Function.Unit.Utilization","Load.Store.Function.Unit.Utilization","Double.Precision.Function.Unit.Utilization","Special.Function.Unit.Utilization","Single.Precision.Function.Unit.Utilization","Floating.Point.Operations.Double.Precision.","Floating.Point.Operations.Double.Precision.Add.","Floating.Point.Operations.Double.Precison.FMA.","Floating.Point.Operations.Double.Precision.Mul.","Floating.Point.Operations.Single.Precision.","Floating.Point.Operations.Single.Precision.Add.","Floating.Point.Operations.Single.Precision.FMA.","Floating.Point.Operation.Single.Precision.Mul.","Floating.Point.Operations.Single.Precision.Special.","Instructions.Executed","Instructions.Issued","Device.Memory.Utilization","Unified.Cache.Utilization","Shared.Memory.Efficiency","Shared.Memory.Utilization","FP.Instructions.Single.","FP.Instructions.Double.","Integer.Instructions","Bit.Convert.Instructions","Control.Flow.Instructions","Load.Store.Instructions","Misc.Instructions","Inter.Thread.Instructions","Issue.Slots","Issued.Control.Flow.Instructions","Executed.Control.Flow.Instructions","Issued.Load.Store.Instructions","Executed.Load.Store.Instructions","Atomic.Transactions","Atomic.Transactions.Per.Request","Issue.Stall.Reasons..Instructions.Fetch.","Issue.Stall.Reasons..Execution.Dependency.","Issue.Stall.Reasons..Data.Request.","Issue.Stall.Reasons..Texture.","Issue.Stall.Reasons..Synchronization.","Issue.Stall.Reasons..Other.","Issue.Stall.Reasons..Immediate.constant.","Issue.Stall.Reasons..Pipe.Busy.","Issue.Stall.Reasons..Memory.Throttle.","Issue.Stall.Reasons..Not.Selected.","System.Memory.Read.Transactions","System.Memory.Write.Transactions","L2.Read.Transactions","L2.Write.Transactions","ECC.Transactions","Local.Memory.Overhead","Unified.Cache.Hit.Rate","L2.Hit.Rate..Texture.Reads.","L2.Hit.Rate..Texture.Writes.","L2.Throughput..Texture.Reads.","L2.Throughput..Texture.Writes.","L2.Transactions..Texture.Reads.","L2.Transactions..Texture.Writes.","L2.Throughput..Reads.","L2.Throughput..Writes.","System.Memory.Read.Throughput","System.Memory.Write.Throughput","L2.Cache.Utilization","L2.Throughput..Atomic.requests.","L2.Transactions..Atomic.requests.","System.Memory.Utilization","ECC.Throughput","Eligible.Warps.Per.Active.Cycle","FLOP.Efficiency.Peak.Single.","FLOP.Efficiency.Peak.Double.","Device","Context","Stream","Kernel","tex0_cache_sector_queries","tex1_cache_sector_queries","tex0_cache_sector_misses","tex1_cache_sector_misses","fb_subp0_read_sectors","fb_subp1_read_sectors","fb_subp0_write_sectors","fb_subp1_write_sectors","l2_subp0_write_sector_misses","l2_subp1_write_sector_misses","l2_subp0_read_sector_misses","l2_subp1_read_sector_misses","l2_subp0_read_tex_sector_queries","l2_subp1_read_tex_sector_queries","l2_subp0_write_tex_sector_queries","l2_subp1_write_tex_sector_queries","l2_subp0_read_tex_hit_sectors","l2_subp1_read_tex_hit_sectors","l2_subp0_write_tex_hit_sectors","l2_subp1_write_tex_hit_sectors","l2_subp0_total_read_sector_queries","l2_subp1_total_read_sector_queries","l2_subp0_total_write_sector_queries","l2_subp1_total_write_sector_queries","l2_subp0_read_sysmem_sector_queries","l2_subp1_read_sysmem_sector_queries","l2_subp0_write_sysmem_sector_queries","l2_subp1_write_sysmem_sector_queries","elapsed_cycles_sm","gld_inst_8bit","gld_inst_16bit","gld_inst_32bit","gld_inst_64bit","gld_inst_128bit","gst_inst_8bit","gst_inst_16bit","gst_inst_32bit","gst_inst_64bit","gst_inst_128bit","prof_trigger_00","prof_trigger_01","prof_trigger_02","prof_trigger_03","prof_trigger_04","prof_trigger_05","prof_trigger_06","prof_trigger_07","warps_launched","inst_issued0","inst_issued1","inst_issued2","inst_executed","thread_inst_executed","not_predicated_off_thread_inst_executed","local_store","local_load","shared_load","shared_store","shared_atom_cas","shared_atom","global_atom_cas","atom_count","gred_count","global_load","global_store","divergent_branch","branch","active_cycles","active_warps","active_ctas","sm_cta_launched","shared_ld_bank_conflict","shared_st_bank_conflict","shared_ld_transactions","shared_st_transactions","Start","Duration","Grid.X","Grid.Y","Grid.Z","Block.X","Block.Y","Block.Z","Registers.Per.Thread","Static.SMem","Dynamic.SMem"
"385",7,5.2,8,"TitanX",0,1076,3072,3,384,3505,"336,48","matrix_sum_normal",5,256,"GeForce GTX TITAN X (0)",1,7,"matSum(float*, float*, float*, int)",49.34875,0.49425,0.623181,0.63295,33,100,100,96.969697,0.03745,14.79623,0,0,0,0,16,16,0,0,0,0,65536,32768,0,26,50,0,71.281934,35.640967,142.563869,142.563869,0,115.833143,71.281934,0,0,0,0,50,25,16384,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,65536,65536,0,0,0,67584,70115,"Low (1)","Low (1)",0,"Idle (0)",65536,0,1376256,0,65536,196608,393216,0,65440,4096,4096,32768,14336,0,0,1.175306,4.267261,60.222144,0.44185,0,3.397447,6.632782,0.105437,23.374804,0.382969,0,5,33015,32774,0,0,33.333333,100,100,142.563869,142.563869,32768,32768,143.638493,142.589973,0,22.275604,"Mid (4)",0,0,"Low (1)",0,0.721683,0.117764,0,"GeForce GTX TITAN X (0)",1,7,"matSum(float*, float*, float*, int)",49104,49200,32832,32704,0,0,12,2,4,14,0,0,16384,16384,16384,16384,16384,16384,16384,16384,16528,16487,16384,16390,0,0,4,1,208972,0,0,131072,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,2048,350892,60367,4507,67584,2162688,2097152,0,0,0,0,0,0,0,0,0,4096,2048,0,4096,105910,3383380,2144298,1024,0,0,0,0,1.326491,8.416e-06,32,32,1,8,8,1,10,0,0
"386",7,5.2,8,"TitanX",0,1076,3072,3,384,3505,"336,48","matrix_sum_normal",5,512,"GeForce GTX TITAN X (0)",1,7,"matSum(float*, float*, float*, int)",82.025003,0.79345,0.54357,0.546143,33,100,100,96.969697,0.008371,12.806243,0,0,0,0,16,16,0,0,0,0,262144,131072,23260,39442,50,0,91.080256,45.540128,182.160511,182.160511,32.326153,54.815482,91.080256,0,0,0,0,50,25,65536,"Low (1)","Low (1)","Low (1)","Idle (0)","Idle (0)","Low (1)",0,0,0,0,262144,262144,0,0,0,270336,272610,"Low (3)","Low (1)",0,"Idle (0)",262144,0,5505024,0,262144,786432,1572864,0,255692,16384,16384,131072,57344,0,0,0.58143,2.687076,64.512566,0.840094,0,1.010284,1.303463,0.040722,28.908223,0.116142,0,5,131319,131078,0,0,33.333333,81.286621,93.827057,182.160511,182.160511,131072,131072,182.503785,182.16885,0,7.115644,"Mid (5)",0,0,"Low (1)",0,0.570845,0.164869,0,"GeForce GTX TITAN X (0)",1,7,"matSum(float*, float*, float*, int)",196656,196560,131040,131104,11844,12424,19553,19483,19612,19562,12148,12032,65536,65536,65536,65536,53256,53384,61503,61511,65708,65700,65540,65538,0,0,4,1,608272,0,0,524288,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,8192,1694357,238775,16916,270336,8650752,8388608,0,0,0,0,0,0,0,0,0,16384,8192,0,16384,498855,25651648,13689125,4096,0,0,0,0,1.345038,2.4416e-05,64,64,1,8,8,1,10,0,0
"387",7,5.2,8,"TitanX",0,1076,3072,3,384,3505,"336,48","matrix_sum_normal",5,768,"GeForce GTX TITAN X (0)",1,7,"matSum(float*, float*, float*, int)",94.43883,0.829693,0.32721,0.331689,33,100,100,96.969697,0.006035,7.784183,0,0,0,0,16,16,0,0,0,0,589824,294912,125848,82571,50,0,62.121418,31.060709,124.242837,124.242837,53.018231,34.786157,62.121418,0,0,0,0,50,25,147456,"Low (1)","Low (1)","Low (1)","Idle (0)","Idle (0)","Low (1)",0,0,0,0,589824,589824,0,0,0,608256,611927,"Low (3)","Low (1)",0,"Idle (0)",589824,0,12386304,0,589824,1769472,3538944,0,574205,36864,36864,294912,129024,0,0,0.412957,1.657311,69.081202,0.856691,0,0.59473,0.352818,0.022363,26.977665,0.044262,0,5,295015,294918,0,0,33.333333,57.028537,93.75,124.242837,124.242837,294912,294912,124.286229,124.245364,0,2.156993,"Low (3)",0,0,"Low (1)",0,0.333918,0.115919,0,"GeForce GTX TITAN X (0)",1,7,"matSum(float*, float*, float*, int)",442560,442176,294848,294976,63182,63341,41188,40979,41011,40985,63299,63108,147456,147456,147456,147456,84055,84401,138240,138240,147504,147511,147460,147458,0,0,0,5,1885096,0,0,1179648,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,18432,6615104,535792,37422,608256,19464192,18874368,0,0,0,0,0,0,0,0,0,36864,18432,0,36864,1782168,93719458,49803503,9216,0,0,0,0,1.334771,7.0561e-05,96,96,1,8,8,1,10,0,0
"388",7,5.2,8,"TitanX",0,1076,3072,3,384,3505,"336,48","matrix_sum_normal",5,1024,"GeForce GTX TITAN X (0)",1,7,"matSum(float*, float*, float*, int)",96.675145,0.846709,0.328951,0.351783,33,100,100,96.969697,0.002173,8.256583,0,0,0,0,16,16,0,0,0,0,1048576,524288,252570,143989,50,0,62.345383,31.172692,124.690767,124.690767,60.068411,34.244726,62.345383,0,0,0,0,50,25,262144,"Low (1)","Low (1)","Low (1)","Idle (0)","Idle (0)","Low (1)",0,0,0,0,1048576,1048576,0,0,0,1081344,1084906,"Mid (4)","Low (1)",0,"Idle (0)",1048576,0,22020096,0,1048576,3145728,6291456,0,1018538,65536,65536,524288,229376,0,0,0.662268,1.610581,72.252254,0.766607,0,0.583411,0.197754,0.021271,23.862967,0.042888,0,5,524535,524294,0,0,33.333333,51.695251,93.75,124.690767,124.690767,524288,524288,124.749511,124.692194,0,1.217683,"Low (3)",0,0,"Low (1)",0,0.353639,0.109398,0,"GeForce GTX TITAN X (0)",1,7,"matSum(float*, float*, float*, int)",786384,786480,524288,524288,126853,125907,71875,69991,71565,71578,126545,126510,262144,262144,262144,262144,132090,132084,245760,245760,262192,262199,262144,262150,0,0,4,1,3402224,0,0,2097152,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,32768,11732597,951530,66093,1081344,34603008,33554432,0,0,0,0,0,0,0,0,0,65536,32768,0,65536,3291866,175654436,89298696,16384,0,0,0,0,1.294481,0.000118722,128,128,1,8,8,1,10,0,0
"389",7,5.2,8,"TitanX",0,1076,3072,3,384,3505,"336,48","matrix_sum_normal",5,1280,"GeForce GTX TITAN X (0)",1,7,"matSum(float*, float*, float*, int)",98.38339,0.822358,0.258241,0.254819,33,100,100,96.969697,0.002169,5.982836,0,0,0,0,16,16,0,0,0,0,1638400,819200,402449,215457,50,0,49.862676,24.931338,99.725352,99.725352,48.992148,26.228668,49.862676,0,0,0,0,50,25,409600,"Low (1)","Low (1)","Low (1)","Idle (0)","Idle (0)","Low (1)",0,0,0,0,1638400,1638400,0,0,0,1689600,1691954,"Low (3)","Low (1)",0,"Idle (0)",1638400,0,34406400,0,1638400,4915200,9830400,0,1589001,102400,102400,819200,358400,0,0,0.272234,1.428572,69.51118,0.956397,0,0.530818,0.102881,0.018309,27.155826,0.023782,0,5,819303,819206,0,0,33.333333,50.886963,93.75,99.725352,99.725352,819200,819200,99.73789,99.726082,0,638.242188,"Low (3)",0,0,"Low (1)",0,0.250051,0.096331,0,"GeForce GTX TITAN X (0)",1,7,"matSum(float*, float*, float*, int)",1228944,1228656,819200,819200,201225,201306,107668,107633,107988,107894,201251,201252,409600,409600,409600,409600,205648,205684,384000,384000,409744,409703,409604,409602,0,0,4,1,6634360,0,0,3276800,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,51200,24203794,1486068,102963,1689600,54067200,52428800,0,0,0,0,0,0,0,0,0,102400,51200,0,102400,6531230,356514852,181807255,25600,0,0,0,0,1.360154,0.000241603,160,160,1,8,8,1,10,0,0
"390",7,5.2,8,"TitanX",0,1076,3072,3,384,3505,"336,48","matrix_sum_normal",5,1536,"GeForce GTX TITAN X (0)",1,7,"matSum(float*, float*, float*, int)",98.8978,0.82547,0.247337,0.247808,33,100,100,96.969697,0.000943,5.81869,0,0,0,0,16,16,0,0,0,0,2359296,1179648,587114,303346,50,0,48.116667,24.058333,96.233333,96.233333,47.89559,24.746362,48.116667,0,0,0,0,50,25,589824,"Low (1)","Low (1)","Low (1)","Idle (0)","Idle (0)","Low (1)",0,0,0,0,2359296,2359296,0,0,0,2433024,2435319,"Low (3)","Low (1)",0,"Idle (0)",2359296,0,49545216,0,2359296,7077888,14155776,0,2287325,147456,147456,1179648,516096,0,0,0.223349,1.177152,70.253587,1.104174,0,0.430685,0.030665,0.014772,26.745574,0.020041,0,5,1179895,1179654,0,0,33.333333,50.383504,93.75,96.233333,96.233333,1179648,1179648,96.253483,96.233823,0,427.703125,"Low (3)",0,0,"Low (1)",0,0.243463,0.092173,0,"GeForce GTX TITAN X (0)",1,7,"matSum(float*, float*, float*, int)",1769424,1769520,1179648,1179648,292877,292837,152055,152631,152090,152134,292906,292852,589824,589824,589824,589824,297141,297136,552960,552959,589872,589879,589824,589830,0,0,4,1,8724236,0,0,4718592,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,73728,31705509,2139540,148097,2433024,77856768,75497472,0,0,0,0,0,0,0,0,0,147456,73728,0,147456,8589385,455297040,280394828,36864,0,0,0,0,1.390719,0.000374084,192,192,1,8,8,1,10,0,0
"391",7,5.2,8,"TitanX",0,1076,3072,3,384,3505,"336,48","matrix_sum_normal",5,1792,"GeForce GTX TITAN X (0)",1,7,"matSum(float*, float*, float*, int)",98.952983,0.850554,0.237306,0.238943,33,100,100,96.969697,0.000686,5.610369,0,0,0,0,16,16,0,0,0,0,3211264,1605632,799716,411750,50,0,46.688551,23.344275,93.377101,93.377101,46.508267,23.945724,46.688551,0,0,0,0,50,25,802816,"Low (1)","Low (1)","Low (1)","Idle (0)","Idle (0)","Low (1)",0,0,0,0,3211264,3211264,0,0,0,3311616,3313888,"Low (3)","Low (1)",0,"Idle (0)",3211264,0,67436544,0,3211264,9633792,19267584,0,3112652,200704,200704,1605632,702464,0,0,0.214453,1.123064,69.36324,1.095657,0,0.414406,0.043898,0.014175,27.710838,0.020269,0,5,1605735,1605638,0,0,33.333333,50.18541,93.749813,93.377101,93.377101,1605632,1605632,93.383091,93.37745,0,304.904297,"Low (3)",0,0,"Low (1)",0,0.235323,0.090234,0,"GeForce GTX TITAN X (0)",1,7,"matSum(float*, float*, float*, int)",2408304,2408592,1605696,1605568,399953,399667,205263,207763,206015,206241,399849,399872,802816,802816,802816,802816,401839,401822,752636,752638,802960,802919,802816,802822,0,0,4,1,12031228,0,0,6422528,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,100352,44709999,2911390,201226,3311616,105971712,102760448,0,0,0,0,0,0,0,0,0,200704,100352,0,200704,11927467,628403328,383547026,50176,0,0,0,0,1.394938,0.000519014,224,224,1,8,8,1,10,0,0
"392",7,5.2,8,"TitanX",0,1076,3072,3,384,3505,"336,48","matrix_sum_normal",5,2048,"GeForce GTX TITAN X (0)",1,7,"matSum(float*, float*, float*, int)",99.250675,0.806657,0.285484,0.290661,33,100,100,96.969697,0.000527,6.825461,0,0,0,0,16,16,0,0,0,0,4194304,2097152,1048729,536222,50,0,56.256233,28.128117,112.512466,112.512466,56.264442,28.768377,56.256233,0,0,0,0,50,25,1048576,"Low (1)","Low (1)","Low (1)","Idle (0)","Idle (0)","Low (1)",0,0,0,0,4194304,4194304,0,0,0,4325376,4327656,"Low (3)","Low (1)",0,"Idle (0)",4194304,0,88080384,0,4194304,12582912,25165824,0,4064978,262144,262144,2097152,917504,0,0,0.272711,1.396861,70.742352,0.928026,0,0.513389,0.026056,0.017483,26.078034,0.025088,0,5,2097255,2097158,0,0,33.333333,49.975538,93.747187,112.512466,112.512466,2097152,2097152,112.517992,112.512788,0,281.280273,"Mid (4)",0,0,"Low (1)",0,0.286261,0.132908,0,"GeForce GTX TITAN X (0)",1,7,"matSum(float*, float*, float*, int)",3145776,3145680,2097152,2097152,525010,525201,268083,267785,268965,268891,524357,524316,1048576,1048576,1048576,1048576,524315,524396,983019,983017,1048624,1048631,1048580,1048578,0,0,4,1,13142196,0,0,8388608,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,131072,46706607,3802298,262679,4325376,138412032,134217728,0,0,0,0,0,0,0,0,0,262144,131072,0,262144,13040468,688259144,373632008,65536,0,0,0,0,1.415499,0.000592262,256,256,1,8,8,1,10,0,0
"393",7,5.2,8,"TitanX",0,1076,3072,3,384,3505,"336,48","matrix_sum_normal",5,2304,"GeForce GTX TITAN X (0)",1,7,"matSum(float*, float*, float*, int)",99.551739,0.831201,0.22821,0.226195,33,100,100,96.969697,0.000435,5.31174,0,0,0,0,16,16,0,0,0,0,5308416,2654208,1325786,672436,50,0,44.648023,22.324011,89.296046,89.296046,44.603681,22.622898,44.648023,0,0,0,0,50,25,1327104,"Low (1)","Low (1)","Low (1)","Idle (0)","Idle (0)","Low (1)",0,0,0,0,5308416,5308416,0,0,0,5474304,5476658,"Low (3)","Low (1)",0,"Idle (0)",5308416,0,111476736,0,5308416,15925248,31850496,0,5144329,331776,331776,2654208,1161216,0,0,0.214232,1.095454,70.079902,1.154057,0,0.421449,0.012112,0.013629,26.993461,0.015705,0,5,2654311,2654214,0,0,33.333333,50.051767,93.749962,89.296046,89.296046,2654208,2654208,89.299511,89.296247,0,176.386719,"Low (3)",0,0,"Low (1)",0,0.220724,0.085861,0,"GeForce GTX TITAN X (0)",1,7,"matSum(float*, float*, float*, int)",3981168,3981456,2654176,2654240,662700,662929,337257,335951,336835,336604,662802,662711,1327104,1327104,1327104,1327104,664180,664239,1244158,1244159,1327152,1327159,1327108,1327106,0,0,0,5,23712012,0,0,10616832,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,165888,77992495,4814443,333312,5474304,175177728,169869312,0,0,0,0,0,0,0,0,0,331776,165888,0,331776,23602414,1249359022,723750934,82944,0,0,0,0,1.345698,0.000885898,288,288,1,8,8,1,10,0,0
"394",7,5.2,8,"TitanX",0,1076,3072,3,384,3505,"336,48","matrix_sum_normal",5,2560,"GeForce GTX TITAN X (0)",1,7,"matSum(float*, float*, float*, int)",99.536182,0.855225,0.223225,0.222624,33,100,100,96.969697,0.000352,5.227946,0,0,0,0,16,16,0,0,0,0,6553600,3276800,1637446,830116,50,0,43.750762,21.875381,87.501523,87.501523,43.725287,22.166875,43.750762,0,0,0,0,50,25,1638400,"Low (1)","Low (1)","Low (1)","Idle (0)","Idle (0)","Low (1)",0,0,0,0,6553600,6553600,0,0,0,6758400,6760752,"Low (3)","Low (1)",0,"Idle (0)",6553600,0,137625600,0,6553600,19660800,39321600,0,6350601,409600,409600,3276800,1433600,0,0,0.199809,1.044703,70.249131,1.028151,0,0.405379,0.009794,0.013091,27.033757,0.016185,0,5,3277047,3276806,0,0,33.333333,50.032806,93.749878,87.501523,87.501523,3276800,3276800,87.508119,87.501683,0,140.001953,"Low (3)",0,0,"Low (1)",0,0.217874,0.083674,0,"GeForce GTX TITAN X (0)",1,7,"matSum(float*, float*, float*, int)",4915296,4915104,3276736,3276864,818835,818646,411445,415247,411317,411319,818812,818867,1638400,1638400,1638400,1638400,819711,819701,1535994,1535997,1638544,1638503,1638401,1638405,0,0,5,0,26043440,0,0,13107200,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,204800,97646807,5940409,410131,6758400,216268800,209715200,0,0,0,0,0,0,0,0,0,409600,204800,0,409600,25903613,1424913028,841574413,102400,0,0,0,0,1.463645,0.001122475,320,320,1,8,8,1,10,0,0
