"","GpuName","GpuId","L2","Bus","Memoryclock","AppName","AppId","Input.Size","Device","Context","Stream","Kernel","Multiprocessor.Activity","Achieved.Occupancy","Executed.IPC","Issued.IPC","Instructions.per.warp","Branch.Efficiency","Warp.Execution.Efficiency","Warp.Non.Predicated.Execution.Efficiency","Instruction.Replay.Overhead","Issue.Slot.Utilization","Shared.Memory.Load.Transactions.Per.Request","Shared.Memory.Store.Transactions.Per.Request","Local.Memory.Load.Transactions.Per.Request","Local.Memory.Store.Transactions.Per.Request","Global.Load.Transactions.Per.Request","Global.Store.Transactions.Per.Request","Shared.Store.Transactions","Shared.Load.Transactions","Local.Load.Transactions","Local.Store.Transactions","Global.Load.Transactions","Global.Store.Transactions","System.Memory.Read.Transactions","System.Memory.Write.Transactions","L2.Read.Transactions","L2.Write.Transactions","Device.Memory.Read.Transactions","Device.Memory.Write.Transactions","Global.Hit.Rate","Local.Hit.Rate","Requested.Global.Load.Throughput","Requested.Global.Store.Throughput","Global.Load.Throughput","Global.Store.Throughput","Local.Memory.Overhead","Unified.Cache.Hit.Rate","L2.Hit.Rate..Texture.Reads.","L2.Hit.Rate..Texture.Writes.","Device.Memory.Read.Throughput","Device.Memory.Write.Throughput","Unified.Cache.Throughput","L2.Throughput..Texture.Reads.","L2.Throughput..Texture.Writes.","L2.Throughput..Reads.","L2.Throughput..Writes.","System.Memory.Read.Throughput","System.Memory.Write.Throughput","Local.Memory.Load.Throughput","Local.Memory.Store.Throughput","Shared.Memory.Load.Throughput","Shared.Memory.Store.Throughput","Global.Memory.Load.Efficiency","Global.Memory.Store.Efficiency","Unified.Cache.Transactions","Control.Flow.Function.Unit.Utilization","Texture.Function.Unit.Utilization","Load.Store.Function.Unit.Utilization","Double.Precision.Function.Unit.Utilization","Special.Function.Unit.Utilization","Single.Precision.Function.Unit.Utilization","Floating.Point.Operations.Double.Precision.","Floating.Point.Operations.Double.Precision.Add.","Floating.Point.Operations.Double.Precison.FMA.","Floating.Point.Operations.Double.Precision.Mul.","Floating.Point.Operations.Single.Precision.","Floating.Point.Operations.Single.Precision.Add.","Floating.Point.Operations.Single.Precision.FMA.","Floating.Point.Operation.Single.Precision.Mul.","Floating.Point.Operations.Single.Precision.Special.","Instructions.Executed","Instructions.Issued","Device.Memory.Utilization","System.Memory.Utilization","Unified.Cache.Utilization","L2.Cache.Utilization","Issue.Stall.Reasons..Instructions.Fetch.","Issue.Stall.Reasons..Execution.Dependency.","Issue.Stall.Reasons..Data.Request.","Issue.Stall.Reasons..Texture.","Issue.Stall.Reasons..Synchronization.","Issue.Stall.Reasons..Other.","Issue.Stall.Reasons..Immediate.constant.","Issue.Stall.Reasons..Pipe.Busy.","Shared.Memory.Efficiency","Shared.Memory.Utilization","FP.Instructions.Single.","FP.Instructions.Double.","Integer.Instructions","Bit.Convert.Instructions","Control.Flow.Instructions","Load.Store.Instructions","Misc.Instructions","Inter.Thread.Instructions","Issue.Slots","Issued.Control.Flow.Instructions","Executed.Control.Flow.Instructions","Issued.Load.Store.Instructions","Executed.Load.Store.Instructions","Atomic.Transactions","Atomic.Transactions.Per.Request","L2.Throughput..Atomic.requests.","ECC.Transactions","ECC.Throughput","Eligible.Warps.Per.Active.Cycle","L2.Transactions..Atomic.requests.","L2.Transactions..Texture.Reads.","L2.Transactions..Texture.Writes.","FLOP.Efficiency.Peak.Single.","FLOP.Efficiency.Peak.Double.","Issue.Stall.Reasons..Memory.Throttle.","Issue.Stall.Reasons..Not.Selected.","Device","Context","Stream","Kernel","tex0_cache_sector_queries","tex1_cache_sector_queries","tex0_cache_sector_misses","tex1_cache_sector_misses","fb_subp0_read_sectors","fb_subp1_read_sectors","fb_subp0_write_sectors","fb_subp1_write_sectors","l2_subp0_write_sector_misses","l2_subp1_write_sector_misses","l2_subp2_write_sector_misses","l2_subp3_write_sector_misses","l2_subp0_read_sector_misses","l2_subp1_read_sector_misses","l2_subp2_read_sector_misses","l2_subp3_read_sector_misses","l2_subp0_read_tex_sector_queries","l2_subp1_read_tex_sector_queries","l2_subp2_read_tex_sector_queries","l2_subp3_read_tex_sector_queries","l2_subp0_write_tex_sector_queries","l2_subp1_write_tex_sector_queries","l2_subp2_write_tex_sector_queries","l2_subp3_write_tex_sector_queries","l2_subp0_read_tex_hit_sectors","l2_subp1_read_tex_hit_sectors","l2_subp2_read_tex_hit_sectors","l2_subp3_read_tex_hit_sectors","l2_subp0_write_tex_hit_sectors","l2_subp1_write_tex_hit_sectors","l2_subp2_write_tex_hit_sectors","l2_subp3_write_tex_hit_sectors","l2_subp0_total_read_sector_queries","l2_subp1_total_read_sector_queries","l2_subp2_total_read_sector_queries","l2_subp3_total_read_sector_queries","l2_subp0_total_write_sector_queries","l2_subp1_total_write_sector_queries","l2_subp2_total_write_sector_queries","l2_subp3_total_write_sector_queries","l2_subp0_read_sysmem_sector_queries","l2_subp1_read_sysmem_sector_queries","l2_subp2_read_sysmem_sector_queries","l2_subp3_read_sysmem_sector_queries","l2_subp0_write_sysmem_sector_queries","l2_subp1_write_sysmem_sector_queries","l2_subp2_write_sysmem_sector_queries","l2_subp3_write_sysmem_sector_queries","elapsed_cycles_sm","gld_inst_8bit","gld_inst_16bit","gld_inst_32bit","gld_inst_64bit","gld_inst_128bit","gst_inst_8bit","gst_inst_16bit","gst_inst_32bit","gst_inst_64bit","gst_inst_128bit","prof_trigger_00","prof_trigger_01","prof_trigger_02","prof_trigger_03","prof_trigger_04","prof_trigger_05","prof_trigger_06","prof_trigger_07","warps_launched","inst_issued0","inst_issued1","inst_issued2","inst_executed","thread_inst_executed","not_predicated_off_thread_inst_executed","local_store","local_load","shared_load","shared_store","shared_atom_cas","shared_atom","global_atom_cas","atom_count","gred_count","global_load","global_store","divergent_branch","branch","active_cycles","active_warps","active_ctas","sm_cta_launched","shared_ld_bank_conflict","shared_st_bank_conflict","shared_ld_transactions","shared_st_transactions","Start","Duration","Grid.X","Grid.Y","Grid.Z","Block.X","Block.Y","Block.Z","Registers.Per.Thread","Static.SMem","Dynamic.SMem"
"813","GTX-750",7,2,128,2505,"subSeqMax",9,243269632,"GeForce GTX 750 (0)",2,14,"subSeqMax(int*, int*, int, int)",91.634681,0.1819,0.776694,0.776555,2674776.28125,99.999992,99.999989,84.040046,0,17.595069,32.012023,1.030303,0,0,7.996769,17.333333,8077312,251003008,0,0,60817408,19968,0,5,31965844,19974,32175828,40809,50,0,8.080062,998.180664,8.076799,5.43095,0,49.983589,0,92.257612,8.546161,11.099342,8.076799,8.076799,5.43095,8.490388,5.432582,0,1.391602,0,0,266.673748,8.581599,100.040409,17.948718,30408704,"Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (2)",0,0,0,0,0,0,0,0,4096,342371364,342371524,"Low (2)","Low (1)","Low (1)","Low (1)",8.043439,34.904289,51.230263,0,0.962091,3.372884,0.000477,0.987032,6.145356,"Mid (6)",4096,0,5322232747,8192,1026359299,745177088,2113548287,0,310296081,47991811,47991811,46333954,23524994,0,0,0,0,0,0.758434,0,30408704,19968,0,0,0.000281,0.499244,"GeForce GTX 750 (0)",2,14,"subSeqMax(int*, int*, int, int)",30418688,30418688,15214336,15214336,15983012,15982968,21455,19455,10732,10723,10744,10705,7991524,7991488,7991480,7991481,7602176,7602176,7602176,7602176,4924,5044,5056,4944,0,0,0,0,4543,4662,4666,4551,8056286,8056272,8056264,8056280,4924,5044,5061,4945,0,0,0,0,0,0,4,1,487596980,0,0,243269632,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,1449022375,278220638,32075443,342371364,10955882486,9207329708,0,0,128,7839744,0,0,0,0,0,7602176,1152,3,39676419,446620136,5199068016,1299642522,32,243159038,0,251003008,8077312,1.049493,0.104537,32,1,1,128,1,1,25,16392,0
"814","GTX-750",7,2,128,2505,"subSeqMax",9,131072,"GeForce GTX 750 (0)",2,14,"subSeqMax(int*, int*, int, int)",95.445561,0.167012,0.622732,0.627535,1726.976562,99.979151,99.663571,85.593189,0.000751,14.190905,48.365517,1.030303,0,0,4.570791,17.275087,4352,266494,0,0,32768,19970,0,5,16544,19976,0,14,50,0,9.67376,1.209331,5.527983,6.737905,0,31.066783,100,100,0,4.836985,5.527983,5.527983,6.737905,5.581968,6.739929,0,1.727494,0,0,359.661724,5.873482,174.996185,17.948172,16384,"Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (2)",0,0,0,0,0,0,0,0,4096,221053,221213,"Low (1)","Low (1)","Low (1)","Low (1)",6.54592,70.805614,17.780227,0,0.31694,2.814885,0.375727,0.798965,4.774657,"High (8)",4096,0,3576288,8192,618533,565376,1282117,0,200098,28977,28977,33289,18571,0,0,0,0,0,0.607967,0,16384,19970,0,0,0.164862,0.396859,"GeForce GTX 750 (0)",2,14,"subSeqMax(int*, int*, int, int)",26370,26380,18186,18180,0,16,15,1477,8,7,0,0,0,0,0,0,4096,4096,4096,4096,5048,4930,4944,5058,4096,4096,4096,4096,5048,4930,4944,5058,4096,4096,4104,4120,5049,4932,4949,5058,0,0,0,0,1,0,4,0,673300,0,0,131072,0,0,0,0,28674,0,0,0,0,0,0,0,0,0,0,128,1634348,266124,31397,350293,7177858,6182608,0,0,134,4224,0,0,0,0,0,4096,1180,11,30174,561975,4172522,1568184,32,257719,0,286819,4352,0.39169,8.8375e-05,32,1,1,128,1,1,25,16392,0
"815","GTX-750",7,2,128,2505,"subSeqMax",9,262144,"GeForce GTX 750 (0)",2,14,"subSeqMax(int*, int*, int, int)",97.3087,0.168022,0.634708,0.701401,3162.234375,99.99338,99.992527,85.03532,0.000395,15.875487,41.82231,1.030303,0,0,5.818182,17.333333,8704,401536,0,0,65536,19968,0,5,62864,19974,12,1612,50,0,9.405612,766.129879,6.840445,4.168396,0,38.323353,99.890137,95.037059,2.565166,344.587434,6.840445,6.840445,4.168396,13.1231,4.169649,0,1.068819,0,0,335.288704,7.267973,137.5,17.948718,32768,"Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (2)",0,0,0,0,0,0,0,0,4096,404766,404928,"Low (1)","Low (1)","Low (1)","Low (1)",7.402896,65.443106,21.548991,0,0.511786,3.220056,0.357531,0.96207,5.24181,"High (7)",4096,0,6443069,8192,1171459,966656,2420738,0,366605,54787,54787,58113,31105,0,0,0,0,0,0.680284,0,32768,19968,0,0,0.10923,0.444333,"GeForce GTX 750 (0)",2,14,"subSeqMax(int*, int*, int, int)",42752,42752,26368,26368,0,28,794,64,392,402,414,413,0,0,0,12,8192,8192,8192,8192,5044,4924,4944,5056,8192,8192,8192,8192,4781,4662,4700,4810,8224,8224,8240,8232,5048,4926,4944,5056,0,0,0,0,0,5,0,0,595576,0,0,262144,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,1943618,328281,38323,404766,12951542,11014210,0,0,128,8448,0,0,0,0,0,8192,1152,3,45315,579039,6234346,1574315,32,388863,0,401536,8704,0.369785,0.000141906,32,1,1,128,1,1,25,16392,0
"816","GTX-750",7,2,128,2505,"subSeqMax",9,524288,"GeForce GTX 750 (0)",2,14,"subSeqMax(int*, int*, int, int)",94.044477,0.170484,0.614444,0.60999,6044.234375,99.996594,99.996082,84.560449,0.000207,13.813446,37.224888,1.030303,0,0,6.736842,17.333333,17408,671872,0,0,131072,19968,0,5,65568,19974,53221,31238,50,0,7.176208,338.414842,6.043122,1.841264,0,43.389831,14.898682,92.257612,4.907547,2.880479,6.043122,6.043122,1.841264,6.046073,1.841817,0,483.449219,0,0,247.815221,6.420817,118.75,17.948718,65536,"Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (2)",0,0,0,0,0,0,0,0,4096,773662,773822,"Low (2)","Low (1)","Low (1)","Low (1)",6.433728,47.811733,40.60959,0,0.842329,2.816529,0.171914,0.802548,5.608171,"Mid (6)",4096,0,12177533,8192,2277379,1769472,4698114,0,700939,106499,106499,108033,56449,0,0,0,0,0,0.597499,0,65536,19968,0,0,0.074527,0.437101,"GeForce GTX 750 (0)",2,14,"subSeqMax(int*, int*, int, int)",75520,75520,42752,42752,26200,26932,15334,15014,7621,7713,7664,7740,13160,13040,13184,13369,16384,16384,16384,16384,5044,4924,4944,5056,2236,2300,2256,2204,4662,4543,4551,4666,16408,16416,16432,16432,5044,4924,4946,5060,0,0,0,0,0,0,1,4,1358324,0,0,524288,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,4098389,628056,72883,773662,24756214,20934786,0,0,128,16896,0,0,0,0,0,16384,1152,3,88067,1264964,13989596,3505781,32,650751,0,671872,17408,0.374239,0.000271524,32,1,1,128,1,1,25,16392,0
"817","GTX-750",7,2,128,2505,"subSeqMax",9,1048576,"GeForce GTX 750 (0)",2,14,"subSeqMax(int*, int*, int, int)",98.554605,0.169067,0.633089,0.630828,11808.28125,99.998272,99.997598,84.30551,0.000106,14.289177,34.697648,1.030303,0,0,7.314286,17.333333,34816,1212544,0,0,262144,19968,0,5,131224,19974,131153,38310,50,0,7.327527,187.584681,6.699453,1.02062,0,46.46098,0,92.307692,6.703593,1.95813,6.699453,6.699453,1.02062,6.707222,1.020926,0,267.977539,0,0,247.905927,7.118169,109.375,17.948718,131072,"Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (2)",0,0,0,0,0,0,0,0,4096,1511460,1511620,"Low (2)","Low (1)","Low (1)","Low (1)",6.879609,42.766665,44.962035,0,0.925399,2.97296,0.090259,0.895238,5.849153,"Mid (6)",4096,0,23646337,8192,4489219,3375104,9252863,0,1369617,209923,209923,207874,107138,0,0,0,0,0,0.616989,0,131072,19968,0,0,0.056218,0.451617,"GeForce GTX 750 (0)",2,14,"subSeqMax(int*, int*, int, int)",141056,141056,75520,75520,65536,96321,19794,18740,9905,9889,9926,9910,32768,32768,32769,32784,32768,32768,32768,32768,4944,5056,5044,4924,0,0,0,0,4555,4666,4666,4545,32792,32808,32816,32808,4944,5058,5048,4924,0,0,0,0,0,1,4,0,2454836,0,0,1048576,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,7592886,1227617,142003,1511460,48365558,40775810,0,0,128,33792,0,0,0,0,0,32768,1152,3,173571,2385405,25787996,6381930,32,1174526,0,1212544,34816,0.375847,0.000591139,32,1,1,128,1,1,25,16392,0
"818","GTX-750",7,2,128,2505,"subSeqMax",9,2097152,"GeForce GTX 750 (0)",2,14,"subSeqMax(int*, int*, int, int)",92.373595,0.16855,0.65162,0.711466,23336.28125,99.999129,99.998784,84.174055,5.4e-05,16.118006,33.371468,1.030303,0,0,7.641791,17.333333,69632,2293888,0,0,524288,19968,0,5,262176,19974,262226,38960,50,0,7.46846,99.876723,7.134052,556.456031,0,48.165569,0,92.257612,7.136283,1.060267,7.134052,7.134052,556.456031,7.134923,556.623236,0,142.680664,0,0,249.705743,7.57993,104.6875,17.948718,262144,"Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (2)",0,0,0,0,0,0,0,0,4096,2987044,2987204,"Low (2)","Low (1)","Low (1)","Low (1)",7.218359,41.664744,45.622546,0,0.926792,3.068992,0.049341,0.942713,5.98971,"Mid (6)",4096,0,46584193,8192,8912899,6586368,18362367,0,2706961,416771,416771,407554,208514,0,0,0,0,0,0.6976,0,262144,19968,0,0,0.026181,0.480331,"GeForce GTX 750 (0)",2,14,"subSeqMax(int*, int*, int, int)",272128,272128,141056,141056,131133,131089,19888,19884,9955,9933,9968,9974,65565,65568,65576,65576,65536,65536,65536,65536,4924,5044,5056,4944,0,0,0,0,4543,4662,4666,4551,65560,65568,65584,65584,4924,5046,5060,4944,0,0,0,0,0,1,4,0,4511408,0,0,2097152,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,14050367,2426718,280243,2987044,95584246,80458114,0,0,128,67584,0,0,0,0,0,65536,1152,3,344579,4469535,48235248,12012629,32,2222078,0,2293888,69632,0.380181,0.001090768,32,1,1,128,1,1,25,16392,0
"819","GTX-750",7,2,128,2505,"subSeqMax",9,4194304,"GeForce GTX 750 (0)",2,14,"subSeqMax(int*, int*, int, int)",99.510629,0.168081,0.686196,0.689662,46392.28125,99.999563,99.999388,84.107136,2.7e-05,15.625144,32.691539,1.030303,0,0,7.816794,17.333333,139264,4456576,0,0,1048576,19968,0,5,524440,19974,654097,40758,50,0,8.262159,56.510646,8.072949,314.84503,0,49.065644,0,92.307692,10.071739,642.650928,8.072949,8.072949,314.84503,8.07529,314.939634,0,80.729492,0,0,274.488167,8.577509,102.34375,17.948718,524288,"Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (2)",0,0,0,0,0,0,0,0,4096,5938212,5938372,"Low (2)","Low (1)","Low (1)","Low (1)",7.490754,39.874992,47.046724,0,0.938766,3.18105,0.025448,0.949145,6.066008,"Mid (6)",4096,0,92459905,8192,17760259,13008896,36581375,0,5381649,830467,830467,806914,411266,0,0,0,0,0,0.674436,0,524288,19968,0,0,0.011544,0.481577,"GeForce GTX 750 (0)",2,14,"subSeqMax(int*, int*, int, int)",534272,534272,272128,272128,262236,262240,19365,19318,9682,9683,9704,9669,131116,131120,131121,131113,131072,131072,131072,131072,4944,5056,5044,4924,0,0,0,0,4555,4666,4666,4545,131072,131080,131080,131088,4945,5056,5049,4924,0,0,0,0,1,0,4,0,8700204,0,0,4194304,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,29492335,4824926,556723,5938212,190021622,159822722,0,0,128,135168,0,0,0,0,0,131072,1152,3,686595,8647555,93154418,23335470,32,4317182,0,4456576,139264,0.389141,0.002097095,32,1,1,128,1,1,25,16392,0
"820","GTX-750",7,2,128,2505,"subSeqMax",9,8388608,"GeForce GTX 750 (0)",2,14,"subSeqMax(int*, int*, int, int)",99.343444,0.181768,0.687774,0.752556,92504.28125,99.999781,99.999694,84.073114,1.4e-05,17.050702,32.347239,1.030303,0,0,7.907336,17.333333,278528,8781952,0,0,2097152,19968,0,5,1048608,19974,1075596,39788,50,0,8.57269,29.656875,8.473393,165.23116,0,49.528416,0,92.307692,8.691738,329.237651,8.473393,8.473393,165.23116,8.473651,165.280809,0,42.366211,0,0,283.862798,9.00298,101.171875,17.948718,1048576,"Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (2)",0,0,0,0,0,0,0,0,4096,11840548,11840708,"Low (2)","Low (1)","Low (1)","Low (1)",7.727666,36.798434,49.823925,0,0.861505,3.271453,0.013161,0.982425,6.105813,"Mid (6)",4096,0,184210347,8192,35454979,25853952,73019391,0,10731025,1657859,1657859,1605634,816770,0,0,0,0,0,0.738372,0,1048576,19968,0,0,0.007477,0.513955,"GeForce GTX 750 (0)",2,14,"subSeqMax(int*, int*, int, int)",1058560,1058560,534272,534272,654074,524353,20470,19304,10232,10238,10210,10198,327034,327040,327049,327048,262144,262144,262144,262144,4944,5056,5044,4924,0,0,0,0,4555,4666,4666,4545,262144,262152,262152,262160,4945,5056,5048,4925,0,0,0,0,1,0,0,4,16913168,0,0,8388608,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,56291355,9621342,1109683,11840548,378896374,318550956,0,0,128,270336,0,0,0,0,0,262144,1152,3,1370627,15544838,180864900,45117701,32,8507390,0,8781952,278528,0.38894,0.004035806,32,1,1,128,1,1,25,16392,0
"821","GTX-750",7,2,128,2505,"subSeqMax",9,12582912,"GeForce GTX 750 (0)",2,14,"subSeqMax(int*, int*, int, int)",99.708609,0.181819,0.699735,0.755159,138616.28125,99.999854,99.999796,84.06172,9e-06,17.109878,32.231821,1.030303,0,0,7.937984,17.333333,417792,13107328,0,0,3145728,19968,0,5,1573016,19974,1572937,38578,50,0,8.635304,19.992848,8.568364,111.388731,0,49.684619,0,92.257612,8.568762,215.202046,8.568364,8.568364,111.388731,8.569192,111.422201,0,28.560547,0,0,285.61492,9.103887,100.78125,17.948718,1572864,"Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (2)",0,0,0,0,0,0,0,0,4096,17742884,17743044,"Low (2)","Low (1)","Low (1)","Low (1)",7.758571,36.651552,49.957541,0,0.81489,3.296363,0.008648,0.977048,6.119339,"Mid (6)",4096,0,275960747,8192,53149699,38699008,109457407,0,16080401,2485251,2485251,2404354,1222274,0,0,0,0,0,0.742183,0,1572864,19968,0,0,0.00678,0.528608,"GeForce GTX 750 (0)",2,14,"subSeqMax(int*, int*, int, int)",1582848,1582848,796416,796416,916223,786472,20080,19226,10034,10046,10060,10078,458111,458112,458120,458120,393216,393216,393216,393216,5056,4944,4924,5044,0,0,0,0,4666,4551,4543,4662,393256,393264,393280,393280,5056,4944,4925,5049,0,0,0,0,0,0,4,1,24965620,0,0,12582912,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,83469769,14417758,1662643,17742884,567771126,477279148,0,0,128,405504,0,0,0,0,0,393216,1152,3,2054659,22967939,267288852,66895147,32,12697598,0,13107328,417792,0.399901,0.006012977,32,1,1,128,1,1,25,16392,0
"822","GTX-750",7,2,128,2505,"subSeqMax",9,16777216,"GeForce GTX 750 (0)",2,14,"subSeqMax(int*, int*, int, int)",91.720715,0.181867,0.703646,0.765127,184728.28125,99.99989,99.999846,84.056014,7e-06,17.335846,32.173989,1.030303,0,0,7.953398,17.333333,557056,17432704,0,0,4194304,19968,0,5,2097256,19974,2226897,40406,50,0,8.690976,15.12061,8.640349,84.243403,0,49.763091,0,92.307692,9.174904,170.4697,8.640349,8.640349,84.243403,8.640778,84.268717,0,21.600586,0,0,287.293718,9.180371,100.585938,17.948718,2097152,"Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (2)",0,0,0,0,0,0,0,0,4096,23645220,23645380,"Low (2)","Low (1)","Low (1)","Low (1)",7.871823,36.135206,50.516574,0,0.643988,3.330869,0.006758,0.972188,6.126152,"Mid (6)",4096,0,367711147,8192,70844419,51544064,145895423,0,21429777,3312643,3312643,3203074,1627778,0,0,0,0,0,0.750301,0,2097152,19968,0,0,0.00392,0.518674,"GeForce GTX 750 (0)",2,14,"subSeqMax(int*, int*, int, int)",2107136,2107136,1058560,1058560,1178363,1178320,20168,19994,10093,10075,10048,10026,589178,589185,589192,589192,524288,524288,524288,524288,5044,4924,4944,5056,0,0,0,0,4666,4545,4555,4666,524312,524296,524296,524312,5049,4924,4944,5057,0,0,0,0,1,4,0,0,33196628,0,0,16777216,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,100032875,19214174,2215603,23645220,756645878,636007340,0,0,128,540672,0,0,0,0,0,524288,1152,3,2738691,30459555,354544136,88469207,32,16887806,0,17432704,557056,0.409761,0.007959271,32,1,1,128,1,1,25,16392,0
"823","GTX-750",7,2,128,2505,"subSeqMax",9,20971520,"GeForce GTX 750 (0)",2,14,"subSeqMax(int*, int*, int, int)",99.537774,0.181839,0.706892,0.707136,230840.28125,99.999912,99.999877,84.052588,5e-06,16.021967,32.139251,1.030303,0,0,7.962675,17.333333,696320,21758080,0,0,5242880,19968,0,5,2881074,19974,2751304,39796,50,0,8.708938,12.135627,8.668305,67.612781,0,49.810293,0,92.307692,9.097726,134.751514,8.668305,8.668305,67.612781,9.526836,67.633098,0,17.335938,0,0,287.789429,9.210074,100.46875,17.948718,2621440,"Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (2)",0,0,0,0,0,0,0,0,4096,29547556,29547716,"Low (2)","Low (1)","Low (1)","Low (1)",7.910699,35.871874,50.655211,0,0.747374,3.320162,0.006252,0.980759,6.130255,"Mid (6)",4096,0,459461547,8192,88539139,64389120,182333439,0,26779153,4140035,4140035,4001794,2033282,0,0,0,0,0,0.69192,0,2621440,19968,0,0,0.002873,0.504797,"GeForce GTX 750 (0)",2,14,"subSeqMax(int*, int*, int, int)",2631424,2631424,1320704,1320704,1440451,1440464,20264,20330,10123,10141,10208,10238,720227,720224,720224,720240,655360,655360,655360,655360,4924,5044,5056,4944,0,0,0,0,4545,4666,4666,4555,720226,720224,720240,720240,4928,5046,5056,4944,0,0,0,0,0,5,0,0,41317620,0,0,20971520,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,124707245,24010590,2768563,29547556,945520630,794735532,0,0,128,675840,0,0,0,0,0,655360,1152,3,3422723,37900690,441092192,110385784,32,21078014,0,21758080,696320,0.411485,0.009945945,32,1,1,128,1,1,25,16392,0
"824","GTX-750",7,2,128,2505,"subSeqMax",9,25165824,"GeForce GTX 750 (0)",2,14,"subSeqMax(int*, int*, int, int)",99.582092,0.181848,0.767952,0.768703,276952.28125,99.999927,99.999898,84.050302,5e-06,17.416976,32.116075,1.030303,0,0,7.968872,17.333333,835584,26083456,0,0,6291456,19968,0,5,3405346,19974,3405202,41216,50,0,8.721953,10.136017,8.688015,56.472098,0,49.841811,0,92.307692,9.404642,116.564203,8.688015,8.688015,56.472098,9.40504,56.489067,0,14.479492,0,0,288.153918,9.231016,100.390625,17.948718,3145728,"Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (2)",0,0,0,0,0,0,0,0,4096,35449892,35450052,"Low (2)","Low (1)","Low (1)","Low (1)",7.942402,35.573436,50.907238,0,0.722284,3.351769,0.004653,0.980588,6.132997,"Mid (6)",4096,0,551211947,8192,106233859,77234176,218771455,0,32128529,4967427,4967427,4800514,2438786,0,0,0,0,0,0.753045,0,3145728,19968,0,0,0.002824,0.514806,"GeForce GTX 750 (0)",2,14,"subSeqMax(int*, int*, int, int)",3155712,3155712,1582848,1582848,1572865,1572912,19296,19214,9655,9641,9620,9626,786433,786432,786432,786448,786432,786432,786432,786432,5044,4924,4944,5056,0,0,0,0,4666,4545,4555,4666,851306,851296,851304,851312,5048,4924,4946,5056,0,0,0,0,4,0,1,0,49624696,0,0,25165824,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,149172129,28807006,3321523,35449892,1134395382,953463724,0,0,128,811008,0,0,0,0,0,786432,1152,3,4106755,49375257,528985382,132136352,32,25268222,0,26083456,835584,0.432143,0.011877,32,1,1,128,1,1,25,16392,0
"825","GTX-750",7,2,128,2505,"subSeqMax",9,29360128,"GeForce GTX 750 (0)",2,14,"subSeqMax(int*, int*, int, int)",91.58954,0.181846,0.76804,0.767703,323064.28125,99.999937,99.999912,84.048669,4e-06,17.39433,32.099513,1.030303,0,0,7.973304,17.333333,974848,30408832,0,0,7340032,19968,0,5,3929626,19974,3929554,40356,50,0,8.721817,8.692712,8.692712,48.430825,0,49.864348,0,92.307692,9.307448,97.880327,8.692712,8.692712,48.430825,9.307618,48.445377,0,12.417969,0,0,288.102533,9.236007,100.334821,17.948718,3670016,"Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (2)",0,0,0,0,0,0,0,0,4096,41352228,41352388,"Low (2)","Low (1)","Low (1)","Low (1)",7.957567,35.38484,51.073295,0,0.735349,3.343647,0.003895,0.981425,6.134959,"Mid (6)",4096,0,642962347,8192,123928579,90079232,255209471,0,37477905,5794819,5794819,5599234,2844290,0,0,0,0,0,0.752199,0,3670016,19968,0,0,0.00247,0.517511,"GeForce GTX 750 (0)",2,14,"subSeqMax(int*, int*, int, int)",3680000,3680000,1844992,1844992,1964795,1835025,20288,19292,10112,10176,10108,10174,982394,982401,982408,982408,917504,917504,917504,917504,4924,5044,5056,4944,0,0,0,0,4545,4666,4666,4555,982394,982408,982416,982408,4926,5044,5056,4948,0,0,0,0,1,0,0,4,58536500,0,0,29360128,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,174601569,33603422,3874483,41352228,1323270134,1112191916,0,0,128,946176,0,0,0,0,0,917504,1152,3,4790787,58349980,624925290,156310510,32,29458430,0,30408832,974848,0.438625,0.013862,32,1,1,128,1,1,25,16392,0
